time	V(b)	V(vi)	V(vo)
3.999942250318036e-02	4.295476e-01	-1.814260e-04	2.036478e-03
4.000043727108307e-02	4.252976e-01	1.373728e-04	1.938984e-03
4.000246680688850e-02	4.138699e-01	7.749699e-04	1.798056e-03
4.000600122837400e-02	3.843265e-01	1.885337e-03	1.869336e-03
4.000974390765964e-02	3.330602e-01	3.061120e-03	2.473769e-03
4.001488913768129e-02	2.177520e-01	4.677492e-03	3.870125e-03
4.002123171005787e-02	1.305195e-03	6.669940e-03	5.805254e-03
4.002865846370923e-02	-3.205720e-01	9.002835e-03	6.339588e-03
4.003169502272892e-02	-4.303950e-01	9.956627e-03	3.607828e-03
4.003456381716115e-02	-4.769350e-01	1.085769e-02	-2.892993e-04
4.003540570799240e-02	-4.780588e-01	1.112211e-02	-2.324806e-04
4.003599483918222e-02	-4.772630e-01	1.130715e-02	1.347425e-04
4.004335338277976e-02	-4.821781e-01	1.361826e-02	1.123630e-04
4.005071192637730e-02	-4.865699e-01	1.592897e-02	9.392815e-05
4.005807046997484e-02	-4.904384e-01	1.823928e-02	7.943793e-05
4.006542901357237e-02	-4.937836e-01	2.054919e-02	6.889236e-05
4.007278755716991e-02	-4.966056e-01	2.285871e-02	6.229144e-05
4.008014610076745e-02	-4.989042e-01	2.516783e-02	5.963516e-05
4.008750464436499e-02	-5.006796e-01	2.747655e-02	6.092353e-05
4.013815354321305e-02	-5.122499e-01	4.334773e-02	4.428412e-05
4.023580979321306e-02	-5.265975e-01	7.381108e-02	3.137325e-05
4.033346604321306e-02	-5.362295e-01	1.039966e-01	2.593195e-05
4.052877854321306e-02	-5.483248e-01	1.630813e-01	2.127333e-05
4.072409104321306e-02	-5.561319e-01	2.197131e-01	1.925224e-05
4.091940354321306e-02	-5.618118e-01	2.730402e-01	1.802009e-05
4.111471604321307e-02	-5.661330e-01	3.222605e-01	1.716457e-05
4.131002854321307e-02	-5.694911e-01	3.666338e-01	1.651020e-05
4.150534104321307e-02	-5.721109e-01	4.054925e-01	1.597249e-05
4.170065354321308e-02	-5.741300e-01	4.382522e-01	1.550581e-05
4.189596604321308e-02	-5.756366e-01	4.644202e-01	1.508320e-05
4.209127854321308e-02	-5.766879e-01	4.836029e-01	1.468742e-05
4.228659104321308e-02	-5.773197e-01	4.955118e-01	1.430652e-05
4.248190354321309e-02	-5.775525e-01	4.999677e-01	1.393137e-05
4.267721604321309e-02	-5.773933e-01	4.969036e-01	1.355409e-05
4.287252854321309e-02	-5.768373e-01	4.863656e-01	1.316689e-05
4.306784104321310e-02	-5.758668e-01	4.685123e-01	1.276085e-05
4.326315354321310e-02	-5.744491e-01	4.436120e-01	1.232447e-05
4.345846604321310e-02	-5.725314e-01	4.120395e-01	1.184135e-05
4.365377854321310e-02	-5.700326e-01	3.742695e-01	1.128619e-05
4.384909104321311e-02	-5.668260e-01	3.308701e-01	1.061681e-05
4.404440354321311e-02	-5.627073e-01	2.824941e-01	9.756399e-06
4.423971604321311e-02	-5.573214e-01	2.298692e-01	8.548038e-06
4.443502854321311e-02	-5.499759e-01	1.737868e-01	6.612087e-06
4.463034104321312e-02	-5.390116e-01	1.150905e-01	2.726287e-06
4.472799729321312e-02	-5.307637e-01	8.503679e-02	-1.365343e-06
4.482565354321312e-02	-5.176631e-01	5.466307e-02	-1.186712e-05
4.492330979321312e-02	-4.976113e-01	2.408362e-02	-3.546931e-05
4.493551682446312e-02	-4.932313e-01	2.025245e-02	-4.629404e-05
4.495993088696312e-02	-4.790505e-01	1.258675e-02	-9.589308e-05
4.497764303095066e-02	-4.607153e-01	7.023418e-03	-2.057931e-04
4.499207555216028e-02	-4.158167e-01	2.489528e-03	-7.923485e-04
4.500382815264665e-02	-3.052092e-01	-1.202649e-03	-2.423300e-03
4.501185025470438e-02	-1.230990e-01	-3.722833e-03	-4.486759e-03
4.502052885113999e-02	2.022246e-01	-6.449150e-03	-6.618751e-03
4.502482806337236e-02	3.902499e-01	-7.799650e-03	-2.330235e-03
4.502719606530545e-02	4.685635e-01	-8.543480e-03	5.639878e-03
4.502839347221956e-02	4.836146e-01	-8.919599e-03	8.973661e-03
4.502951657585753e-02	4.859202e-01	-9.272374e-03	9.732656e-03
4.503515446164331e-02	4.918300e-01	-1.104323e-02	1.155043e-02
4.504079234742908e-02	4.973313e-01	-1.281391e-02	1.335946e-02
4.504643023321486e-02	5.024241e-01	-1.458439e-02	1.515975e-02
4.505206811900063e-02	5.071084e-01	-1.635469e-02	1.695129e-02
4.505770600478640e-02	5.113843e-01	-1.812481e-02	1.873409e-02
4.506334389057218e-02	5.152517e-01	-1.989474e-02	2.050814e-02
4.506898177635795e-02	5.187107e-01	-2.166448e-02	2.227345e-02
4.510710507327683e-02	5.412111e-01	-3.362266e-02	3.425938e-02
4.518335166711459e-02	5.786882e-01	-5.747430e-02	5.810867e-02
4.528100791711459e-02	6.205400e-01	-8.782327e-02	8.843523e-02
4.547632041711459e-02	6.939809e-01	-1.474166e-01	1.479870e-01
4.567163291711460e-02	7.598268e-01	-2.047926e-01	2.053172e-01
4.586694541711460e-02	8.201884e-01	-2.590884e-01	2.595693e-01
4.606225791711460e-02	8.751578e-01	-3.094873e-01	3.099286e-01
4.625757041711460e-02	9.244392e-01	-3.552311e-01	3.556378e-01
4.645288291711461e-02	9.676009e-01	-3.956320e-01	3.960099e-01
4.664819541711461e-02	1.004190e+00	-4.300821e-01	4.304377e-01
4.684350791711461e-02	1.033787e+00	-4.580635e-01	4.584033e-01
4.703882041711462e-02	1.056036e+00	-4.791552e-01	4.794863e-01
4.723413291711462e-02	1.070658e+00	-4.930398e-01	4.933695e-01
4.742944541711462e-02	1.077471e+00	-4.995088e-01	4.998443e-01
4.762475791711462e-02	1.076385e+00	-4.984646e-01	4.988132e-01
4.782007041711463e-02	1.067417e+00	-4.899231e-01	4.902917e-01
4.801538291711463e-02	1.050680e+00	-4.740127e-01	4.744080e-01
4.821069541711463e-02	1.026384e+00	-4.509727e-01	4.514012e-01
4.840600791711464e-02	9.948297e-01	-4.211496e-01	4.216173e-01
4.860132041711464e-02	9.563934e-01	-3.849921e-01	3.855042e-01
4.879663291711464e-02	9.115075e-01	-3.430439e-01	3.436054e-01
4.899194541711464e-02	8.606256e-01	-2.959360e-01	2.965511e-01
4.918725791711465e-02	8.041571e-01	-2.443770e-01	2.450493e-01
4.938257041711465e-02	7.423177e-01	-1.891423e-01	1.898753e-01
4.957788291711465e-02	6.746949e-01	-1.310627e-01	1.318607e-01
4.967553916711465e-02	6.380457e-01	-1.012278e-01	1.020612e-01
4.977319541711465e-02	5.981261e-01	-7.101184e-02	7.188667e-02
4.987085166711466e-02	5.495974e-01	-4.052863e-02	4.147165e-02
4.996850791711466e-02	4.864937e-01	-9.892884e-03	1.099616e-02
4.998071494836466e-02	4.632514e-01	-6.058429e-03	7.468313e-03
5.000512901086466e-02	3.762369e-01	1.611323e-03	1.270449e-03
5.000541597901261e-02	3.745703e-01	1.701477e-03	1.265166e-03
5.000713778790032e-02	3.586119e-01	2.242395e-03	1.643223e-03
5.000884934694388e-02	3.361400e-01	2.780090e-03	2.077593e-03
5.001227246503100e-02	2.682448e-01	3.855470e-03	3.062414e-03
5.001911870120524e-02	6.116554e-02	6.006173e-03	5.158904e-03
5.002694238223772e-02	-2.542997e-01	8.463794e-03	6.606829e-03
5.003102891252550e-02	-4.174093e-01	9.747403e-03	3.924264e-03
5.003343521896608e-02	-4.732772e-01	1.050321e-02	1.642795e-04
5.003433303573396e-02	-4.772414e-01	1.078520e-02	-2.369990e-04
5.003520445816160e-02	-4.765919e-01	1.105891e-02	1.471578e-04
5.003563370687968e-02	-4.769686e-01	1.119372e-02	1.376717e-04
5.003606295559776e-02	-4.773331e-01	1.132854e-02	1.301565e-04
5.003649220431584e-02	-4.776853e-01	1.146336e-02	1.246123e-04
5.003692145303392e-02	-4.780252e-01	1.159818e-02	1.210392e-04
5.003735070175200e-02	-4.783528e-01	1.173299e-02	1.194370e-04
5.003777995047008e-02	-4.786681e-01	1.186781e-02	1.198058e-04
5.003820919918817e-02	-4.789711e-01	1.200262e-02	1.221456e-04
5.005420313686861e-02	-4.883663e-01	1.702513e-02	8.937520e-05
5.007248192278912e-02	-4.958455e-01	2.276300e-02	7.049814e-05
5.010903949463014e-02	-5.061987e-01	3.422898e-02	5.214402e-05
5.018215463831217e-02	-5.196420e-01	5.710072e-02	3.677230e-05
5.027981088831217e-02	-5.314684e-01	8.745304e-02	2.850256e-05
5.047512338831218e-02	-5.456344e-01	1.470572e-01	2.205661e-05
5.067043588831218e-02	-5.542454e-01	2.044495e-01	1.970206e-05
5.086574838831218e-02	-5.604100e-01	2.587667e-01	1.830991e-05
5.106106088831219e-02	-5.650545e-01	3.091918e-01	1.737448e-05
5.125637338831219e-02	-5.686496e-01	3.549664e-01	1.667574e-05
5.145168588831219e-02	-5.714557e-01	3.954019e-01	1.611165e-05
5.164699838831219e-02	-5.736294e-01	4.298902e-01	1.562871e-05
5.184231088831220e-02	-5.752701e-01	4.579126e-01	1.519602e-05
5.203762338831220e-02	-5.764420e-01	4.790476e-01	1.479423e-05
5.223293588831220e-02	-5.771865e-01	4.929772e-01	1.441024e-05
5.242824838831221e-02	-5.775276e-01	4.994920e-01	1.403432e-05
5.262356088831221e-02	-5.774761e-01	4.984939e-01	1.365838e-05
5.281887338831221e-02	-5.770304e-01	4.899981e-01	1.327473e-05
5.301418588831221e-02	-5.761763e-01	4.741322e-01	1.287487e-05
5.320949838831222e-02	-5.748856e-01	4.511349e-01	1.244819e-05
5.340481088831222e-02	-5.731120e-01	4.213522e-01	1.197995e-05
5.360012338831222e-02	-5.707831e-01	3.852319e-01	1.144786e-05
5.379543588831222e-02	-5.677872e-01	3.433174e-01	1.081556e-05
5.399074838831223e-02	-5.639461e-01	2.962390e-01	1.001854e-05
5.418606088831223e-02	-5.589575e-01	2.447050e-01	8.929612e-06
5.438137338831223e-02	-5.522539e-01	1.894903e-01	7.257358e-06
5.457668588831224e-02	-5.425678e-01	1.314256e-01	4.150254e-06
5.467434213831224e-02	-5.356398e-01	1.015960e-01	1.199006e-06
5.477199838831224e-02	-5.257269e-01	7.138406e-02	-4.852761e-06
5.486965463831224e-02	-5.068155e-01	4.090344e-02	-2.579530e-05
5.496731088831224e-02	-4.716577e-01	1.026887e-02	-9.872470e-05
5.497951791956224e-02	-4.539280e-01	6.434458e-03	-2.508028e-04
5.499853956883721e-02	-3.984345e-01	4.588079e-04	-8.359709e-04
5.499883196561504e-02	-3.970260e-01	3.669488e-04	-8.713384e-04
5.500058634628202e-02	-3.834594e-01	-1.842061e-04	-1.249524e-03
5.500262188867684e-02	-3.599227e-01	-8.236903e-04	-1.755459e-03
5.500669297346648e-02	-2.865911e-01	-2.102653e-03	-2.911892e-03
5.501290808122107e-02	-1.147610e-01	-4.055149e-03	-4.806848e-03
5.501934758025380e-02	1.340344e-01	-6.078072e-03	-6.777306e-03
5.502349942407678e-02	3.303454e-01	-7.382294e-03	-6.416515e-03
5.502562163432378e-02	4.283057e-01	-8.048926e-03	-1.647347e-03
5.502693061767496e-02	4.706512e-01	-8.460099e-03	4.966259e-03
5.502756417743584e-02	4.801731e-01	-8.659109e-03	7.727359e-03
5.502805539924749e-02	4.828595e-01	-8.813407e-03	8.702479e-03
5.502836269031736e-02	4.838117e-01	-8.909930e-03	9.040514e-03
5.502871194252579e-02	4.845736e-01	-9.019634e-03	9.298482e-03
5.502911501545063e-02	4.852630e-01	-9.146241e-03	9.520223e-03
5.503044037146265e-02	4.869775e-01	-9.562542e-03	1.003276e-02
5.503726908927469e-02	4.938108e-01	-1.170742e-02	1.222321e-02
5.504409780708672e-02	5.001588e-01	-1.385200e-02	1.440529e-02
5.505092652489876e-02	5.060216e-01	-1.599628e-02	1.657900e-02
5.505775524271080e-02	5.113991e-01	-1.814025e-02	1.874434e-02
5.506458396052284e-02	5.162913e-01	-2.028392e-02	2.090132e-02
5.507141267833487e-02	5.206982e-01	-2.242729e-02	2.304992e-02
5.507824139614691e-02	5.246198e-01	-2.457036e-02	2.519015e-02
5.512577756684894e-02	5.509477e-01	-3.947307e-02	4.011108e-02
5.522084990825300e-02	5.952239e-01	-6.915960e-02	6.978203e-02
5.531850615825300e-02	6.354511e-01	-9.939510e-02	1.000001e-01
5.551381865825301e-02	7.070739e-01	-1.586314e-01	1.591929e-01
5.570913115825301e-02	7.718302e-01	-2.154817e-01	2.159977e-01
5.590444365825301e-02	8.311660e-01	-2.690910e-01	2.695640e-01
5.609975615825302e-02	8.850730e-01	-3.186530e-01	3.190872e-01
5.629506865825302e-02	9.332147e-01	-3.634220e-01	3.638228e-01
5.649038115825302e-02	9.751492e-01	-4.027249e-01	4.030981e-01
5.668569365825302e-02	1.010427e+00	-4.359704e-01	4.363224e-01
5.688100615825303e-02	1.038639e+00	-4.626586e-01	4.629962e-01
5.707631865825303e-02	1.059441e+00	-4.823879e-01	4.827182e-01
5.727163115825303e-02	1.072576e+00	-4.948616e-01	4.951918e-01
5.746694365825303e-02	1.077876e+00	-4.998921e-01	5.002296e-01
5.766225615825304e-02	1.075273e+00	-4.974039e-01	4.977557e-01
5.785756865825304e-02	1.064801e+00	-4.874342e-01	4.878074e-01
5.805288115825304e-02	1.046593e+00	-4.701330e-01	4.705342e-01
5.824819365825305e-02	1.020878e+00	-4.457606e-01	4.461962e-01
5.844350615825305e-02	9.879714e-01	-4.146836e-01	4.151593e-01
5.863881865825305e-02	9.482620e-01	-3.773693e-01	3.778906e-01
5.883413115825305e-02	9.021899e-01	-3.343790e-01	3.349505e-01
5.902944365825306e-02	8.502069e-01	-2.863594e-01	2.869852e-01
5.922475615825306e-02	7.927006e-01	-2.340326e-01	2.347163e-01
5.942006865825306e-02	7.298166e-01	-1.781858e-01	1.789309e-01
5.961538115825307e-02	6.609008e-01	-1.196589e-01	1.204701e-01
5.971303740825307e-02	6.232418e-01	-8.966429e-02	9.051240e-02
5.981069365825307e-02	5.812883e-01	-5.933221e-02	6.022672e-02
5.990834990825307e-02	5.305454e-01	-2.877682e-02	2.976313e-02
5.996326285360794e-02	4.930480e-01	-1.154029e-02	1.262869e-02
5.997546988485795e-02	4.768616e-01	-7.706058e-03	8.934398e-03
5.999988394735795e-02	4.261521e-01	-3.645901e-05	1.916952e-03
6.000040022334237e-02	4.244962e-01	1.257339e-04	1.828681e-03
6.000143277531121e-02	4.196939e-01	4.501196e-04	1.767394e-03
6.000349787924889e-02	4.065358e-01	1.098890e-03	1.715892e-03
6.000705145966007e-02	3.725654e-01	2.215274e-03	1.966788e-03
6.001081567011107e-02	3.136776e-01	3.397817e-03	2.720498e-03
6.001636109721392e-02	1.768165e-01	5.139900e-03	4.312146e-03
6.002217882806959e-02	-2.786524e-02	6.967459e-03	6.108358e-03
6.002711666303427e-02	-2.495012e-01	8.518538e-03	7.345272e-03
6.003026264438042e-02	-3.988424e-01	9.506717e-03	5.763453e-03
6.003196066978635e-02	-4.589051e-01	1.004007e-02	2.357207e-03
6.003289908751483e-02	-4.733325e-01	1.033482e-02	4.715553e-04
6.003334473788879e-02	-4.749168e-01	1.047479e-02	1.835511e-04
6.003429765910093e-02	-4.758751e-01	1.077409e-02	1.410976e-04
6.004140247838799e-02	-4.808327e-01	1.300557e-02	1.181858e-04
6.004850729767505e-02	-4.852647e-01	1.523670e-02	9.919468e-05
6.005561211696210e-02	-4.891710e-01	1.746747e-02	8.412443e-05
6.006271693624916e-02	-4.925516e-01	1.969788e-02	7.297499e-05
6.006982175553621e-02	-4.954066e-01	2.192794e-02	6.574637e-05
6.007692657482327e-02	-4.977359e-01	2.415764e-02	6.243857e-05
6.008403139411032e-02	-4.995396e-01	2.638698e-02	6.305159e-05
6.013393215251036e-02	-5.113618e-01	4.202638e-02	4.536700e-05
6.023158840251036e-02	-5.260819e-01	7.249916e-02	3.173534e-05
6.032924465251036e-02	-5.358899e-01	1.026991e-01	2.609048e-05
6.052455715251037e-02	-5.481228e-01	1.618271e-01	2.133164e-05
6.071986965251037e-02	-5.559895e-01	2.185211e-01	1.928538e-05
6.091518215251037e-02	-5.617053e-01	2.719283e-01	1.804183e-05
6.111049465251037e-02	-5.660509e-01	3.212454e-01	1.718052e-05
6.130580715251038e-02	-5.694270e-01	3.657308e-01	1.652290e-05
6.150111965251038e-02	-5.720611e-01	4.047152e-01	1.598324e-05
6.169643215251038e-02	-5.740920e-01	4.376123e-01	1.551535e-05
6.189174465251038e-02	-5.756090e-01	4.639273e-01	1.509200e-05
6.208705715251039e-02	-5.766697e-01	4.832644e-01	1.469578e-05
6.228236965251039e-02	-5.773103e-01	4.953327e-01	1.431466e-05
6.247768215251039e-02	-5.775516e-01	4.999509e-01	1.393947e-05
6.267299465251039e-02	-5.774009e-01	4.970492e-01	1.356232e-05
6.286830715251038e-02	-5.768536e-01	4.866715e-01	1.317542e-05
6.306361965251037e-02	-5.758923e-01	4.689738e-01	1.276990e-05
6.325893215251036e-02	-5.744847e-01	4.442223e-01	1.233432e-05
6.345424465251034e-02	-5.725786e-01	4.127893e-01	1.185243e-05
6.364955715251033e-02	-5.700935e-01	3.751475e-01	1.129920e-05
6.384486965251032e-02	-5.669041e-01	3.318632e-01	1.063293e-05
6.404018215251031e-02	-5.628080e-01	2.835873e-01	9.777878e-06
6.423549465251030e-02	-5.574551e-01	2.310461e-01	8.579775e-06
6.443080715251029e-02	-5.501638e-01	1.750297e-01	6.667057e-06
6.462611965251028e-02	-5.393114e-01	1.163806e-01	2.853401e-06
6.472377590251027e-02	-5.311852e-01	8.634336e-02	-1.125432e-06
6.482143215251027e-02	-5.184186e-01	5.598112e-02	-1.110460e-05
6.491908840251026e-02	-4.990979e-01	2.540818e-02	-3.306031e-05
6.493129543376026e-02	-4.949938e-01	2.157747e-02	-4.253381e-05
6.495570949626027e-02	-4.821191e-01	1.391248e-02	-8.355288e-05
6.497359350593171e-02	-4.666388e-01	8.295464e-03	-1.613642e-04
6.498819179592807e-02	-4.363582e-01	3.709623e-03	-4.835431e-04
6.500000242824483e-02	-3.650985e-01	-7.628556e-07	-1.598818e-03
6.500804719317781e-02	-2.351488e-01	-2.528090e-03	-3.376978e-03
6.501623798025608e-02	2.032782e-02	-5.101223e-03	-5.796316e-03
6.502372704052957e-02	3.344904e-01	-7.453794e-03	-3.602636e-03
6.502696699846104e-02	4.483393e-01	-8.471527e-03	3.332119e-03
6.502936803294895e-02	4.862821e-01	-9.225716e-03	1.002378e-02
6.503002858129986e-02	4.878389e-01	-9.433198e-03	1.048154e-02
6.503052581110907e-02	4.875834e-01	-9.589379e-03	1.028249e-02
6.503114183171026e-02	4.879544e-01	-9.782870e-03	1.034123e-02
6.503232768199346e-02	4.891147e-01	-1.015534e-02	1.066216e-02
6.504611804646400e-02	5.012912e-01	-1.448689e-02	1.504114e-02
6.505990841093454e-02	5.124356e-01	-1.881664e-02	1.940889e-02
6.507369877540507e-02	5.225480e-01	-2.314459e-02	2.376540e-02
6.508748913987562e-02	5.316284e-01	-2.747074e-02	2.811067e-02
6.510127950434616e-02	5.396767e-01	-3.179510e-02	3.244470e-02
6.511506986881670e-02	5.466931e-01	-3.611766e-02	3.676749e-02
6.512886023328723e-02	5.526773e-01	-4.043842e-02	4.107904e-02
6.522156284584188e-02	5.955762e-01	-6.938141e-02	7.000522e-02
6.531921909584187e-02	6.357259e-01	-9.961459e-02	1.002194e-01
6.551453159584186e-02	7.073212e-01	-1.588438e-01	1.594052e-01
6.570984409584185e-02	7.720565e-01	-2.156838e-01	2.161996e-01
6.590515659584184e-02	8.313729e-01	-2.692798e-01	2.697526e-01
6.610046909584183e-02	8.852594e-01	-3.188255e-01	3.192597e-01
6.629578159584182e-02	9.333793e-01	-3.635758e-01	3.639765e-01
6.649109409584181e-02	9.752903e-01	-4.028576e-01	4.032307e-01
6.668640659584180e-02	1.010543e+00	-4.360801e-01	4.364319e-01
6.688171909584179e-02	1.038728e+00	-4.627434e-01	4.630810e-01
6.707703159584177e-02	1.059504e+00	-4.824467e-01	4.827770e-01
6.727234409584176e-02	1.072610e+00	-4.948936e-01	4.952239e-01
6.746765659584175e-02	1.077881e+00	-4.998968e-01	5.002342e-01
6.766296909584174e-02	1.075249e+00	-4.973810e-01	4.977329e-01
6.785828159584173e-02	1.064749e+00	-4.873842e-01	4.877575e-01
6.805359409584172e-02	1.046513e+00	-4.700567e-01	4.704581e-01
6.824890659584171e-02	1.020771e+00	-4.456591e-01	4.460948e-01
6.844421909584170e-02	9.878385e-01	-4.145584e-01	4.150343e-01
6.863953159584169e-02	9.481051e-01	-3.772223e-01	3.777438e-01
6.883484409584167e-02	9.020106e-01	-3.342125e-01	3.347841e-01
6.903015659584166e-02	8.500068e-01	-2.861757e-01	2.868017e-01
6.922546909584165e-02	7.924809e-01	-2.338347e-01	2.345186e-01
6.942078159584164e-02	7.295769e-01	-1.779765e-01	1.787218e-01
6.951843784584164e-02	6.959710e-01	-1.489893e-01	1.497669e-01
6.971375034584162e-02	6.229554e-01	-8.944393e-02	9.029233e-02
6.981140659584162e-02	5.809551e-01	-5.910981e-02	6.000474e-02
6.990906284584161e-02	5.301098e-01	-2.855321e-02	2.954055e-02
6.996357371040079e-02	4.927338e-01	-1.144266e-02	1.253305e-02
6.997578074165080e-02	4.762791e-01	-7.608411e-03	8.843783e-03
7.000019480415080e-02	4.244073e-01	6.119953e-05	1.848432e-03
7.000069198184612e-02	4.227751e-01	2.173925e-04	1.766207e-03
7.000168633723676e-02	4.180486e-01	5.297784e-04	1.718842e-03
7.000367504801802e-02	4.050178e-01	1.154549e-03	1.697080e-03
7.000731357840558e-02	3.690700e-01	2.297620e-03	2.002417e-03
7.001114179978768e-02	3.073689e-01	3.500271e-03	2.801777e-03
7.001666829047545e-02	1.675204e-01	5.236402e-03	4.404991e-03
7.002251019359508e-02	-3.867053e-02	7.071550e-03	6.211734e-03
7.002636865402750e-02	-2.117311e-01	8.283578e-03	7.355367e-03
7.002940593273026e-02	-3.648991e-01	9.237621e-03	7.203270e-03
7.003094355448444e-02	-4.300567e-01	9.720592e-03	4.923099e-03
7.003266044309926e-02	-4.723082e-01	1.025986e-02	4.261383e-04
7.003309757173216e-02	-4.756538e-01	1.039716e-02	-6.950595e-05
7.003357555653443e-02	-4.755090e-01	1.054729e-02	7.771098e-05
7.003378787675699e-02	-4.755806e-01	1.061398e-02	1.062363e-04
7.003472811334299e-02	-4.762703e-01	1.090929e-02	1.292688e-04
7.004851374782356e-02	-4.844697e-01	1.523919e-02	1.033996e-04
7.006229938230411e-02	-4.915812e-01	1.956724e-02	8.218985e-05
7.007608501678468e-02	-4.976046e-01	2.389343e-02	6.563947e-05
7.008987065126523e-02	-5.025399e-01	2.821777e-02	5.374849e-05
7.010365628574580e-02	-5.063873e-01	3.254026e-02	4.651691e-05
7.011744192022636e-02	-5.091467e-01	3.686088e-02	4.394474e-05
7.013122755470692e-02	-5.108180e-01	4.117966e-02	4.603196e-05
7.022842050068588e-02	-5.256938e-01	7.151432e-02	3.201158e-05
7.032607675068588e-02	-5.356310e-01	1.017249e-01	2.621572e-05
7.052138925068586e-02	-5.479702e-01	1.608851e-01	2.137563e-05
7.071670175068585e-02	-5.558820e-01	2.176255e-01	1.931049e-05
7.091201425068584e-02	-5.616249e-01	2.710926e-01	1.805827e-05
7.110732675068583e-02	-5.659889e-01	3.204822e-01	1.719255e-05
7.130263925068582e-02	-5.693786e-01	3.650514e-01	1.653246e-05
7.149795175068581e-02	-5.720234e-01	4.041299e-01	1.599133e-05
7.169326425068580e-02	-5.740634e-01	4.371300e-01	1.552253e-05
7.188857675068579e-02	-5.755882e-01	4.635552e-01	1.509861e-05
7.208388925068578e-02	-5.766559e-01	4.830081e-01	1.470206e-05
7.227920175068576e-02	-5.773032e-01	4.951961e-01	1.432078e-05
7.247451425068575e-02	-5.775508e-01	4.999359e-01	1.394555e-05
7.266982675068574e-02	-5.774065e-01	4.971562e-01	1.356849e-05
7.286513925068573e-02	-5.768657e-01	4.868988e-01	1.318182e-05
7.306045175068572e-02	-5.759114e-01	4.693180e-01	1.277668e-05
7.325576425068571e-02	-5.745113e-01	4.446782e-01	1.234170e-05
7.345107675068570e-02	-5.726139e-01	4.133500e-01	1.186074e-05
7.364638925068569e-02	-5.701391e-01	3.758047e-01	1.130893e-05
7.384170175068568e-02	-5.669624e-01	3.326069e-01	1.064497e-05
7.403701425068566e-02	-5.628833e-01	2.844065e-01	9.793897e-06
7.423232675068565e-02	-5.575548e-01	2.319282e-01	8.603389e-06
7.442763925068564e-02	-5.503038e-01	1.759616e-01	6.707799e-06
7.462295175068563e-02	-5.395340e-01	1.173483e-01	2.946882e-06
7.472060800068563e-02	-5.314968e-01	8.732346e-02	-9.504383e-07
7.481826425068562e-02	-5.189682e-01	5.696998e-02	-1.056489e-05
7.491592050068561e-02	-5.001595e-01	2.640207e-02	-3.139898e-05
7.492812753193562e-02	-4.962388e-01	2.257173e-02	-4.002207e-05
7.495254159443562e-02	-4.839930e-01	1.490729e-02	-7.690256e-05
7.497233982539366e-02	-4.675902e-01	8.689263e-03	-1.559279e-04
7.498815846417879e-02	-4.333179e-01	3.720094e-03	-5.270066e-04
7.500094018886096e-02	-3.474266e-01	-2.953690e-04	-1.823129e-03
7.500949852007988e-02	-1.913002e-01	-2.984030e-03	-3.796646e-03
7.501835905000191e-02	1.034034e-01	-5.767538e-03	-6.477902e-03
7.502322278891241e-02	3.200694e-01	-7.295395e-03	-5.970401e-03
7.502577797978129e-02	4.312794e-01	-8.098037e-03	-3.799899e-04
7.502740497589361e-02	4.770074e-01	-8.609102e-03	7.021607e-03
7.502801253955467e-02	4.833091e-01	-8.799944e-03	8.897354e-03
7.502861767254819e-02	4.846366e-01	-8.990022e-03	9.342355e-03
7.502959991000209e-02	4.860110e-01	-9.298550e-03	9.756096e-03
7.503468397014607e-02	4.913485e-01	-1.089545e-02	1.139692e-02
7.503976803029004e-02	4.963406e-01	-1.249221e-02	1.302989e-02
7.504485209043402e-02	5.009873e-01	-1.408882e-02	1.465501e-02
7.504993615057801e-02	5.052887e-01	-1.568528e-02	1.627226e-02
7.505502021072198e-02	5.092446e-01	-1.728160e-02	1.788165e-02
7.506010427086596e-02	5.128552e-01	-1.887777e-02	1.948319e-02
7.506518833100993e-02	5.161204e-01	-2.047379e-02	2.107687e-02
7.510070733231479e-02	5.376734e-01	-3.161703e-02	3.225120e-02
7.517174533492450e-02	5.733460e-01	-5.385073e-02	5.448710e-02
7.526940158492450e-02	6.158139e-01	-8.423141e-02	8.484530e-02
7.546471408492449e-02	6.898838e-01	-1.439285e-01	1.445017e-01
7.566002658492448e-02	7.560710e-01	-2.014609e-01	2.019881e-01
7.585533908492446e-02	8.167505e-01	-2.559630e-01	2.564465e-01
7.605065158492445e-02	8.720464e-01	-3.066152e-01	3.070588e-01
7.624596408492444e-02	9.216772e-01	-3.526557e-01	3.530643e-01
7.644127658492443e-02	9.652153e-01	-3.933919e-01	3.937714e-01
7.663658908492442e-02	1.002207e+00	-4.282111e-01	4.285677e-01
7.683190158492441e-02	1.032231e+00	-4.565896e-01	4.569302e-01
7.702721408492440e-02	1.054924e+00	-4.781006e-01	4.784320e-01
7.722252658492439e-02	1.070006e+00	-4.924205e-01	4.927500e-01
7.741783908492438e-02	1.077286e+00	-4.993339e-01	4.996689e-01
7.761315158492436e-02	1.076671e+00	-4.987369e-01	4.990844e-01
7.780846408492435e-02	1.068169e+00	-4.906384e-01	4.910056e-01
7.800377658492434e-02	1.051888e+00	-4.751603e-01	4.755539e-01
7.819908908492433e-02	1.028034e+00	-4.525353e-01	4.529617e-01
7.839440158492432e-02	9.969012e-01	-4.231037e-01	4.235689e-01
7.858971408492431e-02	9.588621e-01	-3.873083e-01	3.878177e-01
