time	V(a)	V(b)	V(c)
3.729733682822632e-02	5.234926e-01	6.502142e+00	1.300593e+01
3.734616495322632e-02	1.118461e+00	6.502142e+00	1.300593e+01
3.739499307822632e-02	1.685071e+00	6.502142e+00	1.300593e+01
3.744382120322631e-02	2.224673e+00	6.502142e+00	1.300593e+01
3.749264932822631e-02	2.738556e+00	6.502141e+00	1.300593e+01
3.754147745322631e-02	3.227944e+00	6.502141e+00	1.300593e+01
3.759030557822630e-02	3.694007e+00	6.502141e+00	1.300593e+01
3.763913370322630e-02	4.137855e+00	6.502141e+00	1.300593e+01
3.773678995322630e-02	4.963090e+00	6.502141e+00	1.300593e+01
3.783444620322629e-02	5.711533e+00	6.502141e+00	1.300593e+01
3.788327432822629e-02	6.059203e+00	6.501889e+00	1.300541e+01
3.793307442479114e-02	6.400635e+00	6.500991e+00	1.300354e+01
3.793501836792087e-02	6.413445e+00	6.500439e+00	1.300238e+01
3.793958705909645e-02	6.443480e+00	6.498066e+00	1.299746e+01
3.794405217452715e-02	6.472650e+00	6.491099e+00	1.298321e+01
3.794443427613362e-02	6.475136e+00	6.490535e+00	1.298205e+01
3.794481637774007e-02	6.477621e+00	6.489476e+00	1.297990e+01
3.794519847934654e-02	6.480103e+00	6.487924e+00	1.297675e+01
3.794558058095301e-02	6.482583e+00	6.485877e+00	1.297261e+01
3.794596268255947e-02	6.485060e+00	6.483336e+00	1.296748e+01
3.794634478416593e-02	6.487535e+00	6.480301e+00	1.296135e+01
3.794672688577240e-02	6.490008e+00	6.476771e+00	1.295423e+01
3.794725726120907e-02	6.493430e+00	6.466630e+00	1.293382e+01
3.794761498075766e-02	6.495722e+00	6.442872e+00	1.288614e+01
3.794813599908284e-02	6.499017e+00	6.364822e+00	1.272974e+01
3.794840665519891e-02	6.500690e+00	6.302515e+00	1.260504e+01
3.795051507474344e-02	6.512156e+00	5.720878e+00	1.144176e+01
3.795262349428798e-02	6.520553e+00	5.139039e+00	1.027808e+01
3.795473191383252e-02	6.525881e+00	4.556999e+00	9.113992e+00
3.795684033337705e-02	6.528140e+00	3.974757e+00	7.949506e+00
3.795894875292159e-02	6.527329e+00	3.392313e+00	6.784620e+00
3.796105717246612e-02	6.523450e+00	2.809668e+00	5.619332e+00
3.796316559201066e-02	6.516501e+00	2.226821e+00	4.453642e+00
3.797734636978821e-02	6.422304e+00	-1.688496e+00	-3.376992e+00
3.798959560087377e-02	6.273457e+00	-4.799424e+00	-9.598848e+00
3.799806772681639e-02	6.134366e+00	-6.477520e+00	-1.295504e+01
3.799958286931274e-02	6.105549e+00	-6.499304e+00	-1.299861e+01
3.801100959842606e-02	5.888644e+00	-6.502946e+00	-1.300589e+01
3.806955236553446e-02	4.821101e+00	-6.502894e+00	-1.300579e+01
3.811838049053445e-02	3.974559e+00	-6.502837e+00	-1.300567e+01
3.816720861553445e-02	3.165131e+00	-6.502783e+00	-1.300557e+01
3.821603674053445e-02	2.394289e+00	-6.502731e+00	-1.300546e+01
3.826486486553445e-02	1.660194e+00	-6.502681e+00	-1.300536e+01
3.831369299053444e-02	9.610941e-01	-6.502634e+00	-1.300527e+01
3.836252111553444e-02	2.953212e-01	-6.502588e+00	-1.300518e+01
3.841134924053444e-02	-3.387135e-01	-6.502545e+00	-1.300509e+01
3.846017736553443e-02	-9.425231e-01	-6.502503e+00	-1.300501e+01
3.850900549053443e-02	-1.517548e+00	-6.502464e+00	-1.300493e+01
3.855783361553443e-02	-2.065161e+00	-6.502426e+00	-1.300485e+01
3.860666174053443e-02	-2.586669e+00	-6.502390e+00	-1.300478e+01
3.865548986553442e-02	-3.083316e+00	-6.502356e+00	-1.300471e+01
3.870431799053442e-02	-3.556287e+00	-6.502323e+00	-1.300465e+01
3.875314611553442e-02	-4.006711e+00	-6.502291e+00	-1.300458e+01
3.885080236553441e-02	-4.844165e+00	-6.502233e+00	-1.300447e+01
3.894845861553441e-02	-5.603677e+00	-6.502179e+00	-1.300436e+01
3.904611486553440e-02	-6.295937e+00	-6.502082e+00	-1.300416e+01
3.905221838115940e-02	-6.337118e+00	-6.501774e+00	-1.300352e+01
3.906442541240941e-02	-6.418068e+00	-6.500211e+00	-1.300028e+01
3.906533006893202e-02	-6.424037e+00	-6.499931e+00	-1.299969e+01
3.906713938197724e-02	-6.435913e+00	-6.498751e+00	-1.299726e+01
3.907116739810368e-02	-6.462291e+00	-6.494697e+00	-1.298893e+01
3.907362373831970e-02	-6.478285e+00	-6.488008e+00	-1.297534e+01
3.907512393131705e-02	-6.488024e+00	-6.480786e+00	-1.296073e+01
3.907592099375103e-02	-6.493173e+00	-6.468936e+00	-1.293687e+01
3.907630390273548e-02	-6.495633e+00	-6.451247e+00	-1.290134e+01
3.907669326565269e-02	-6.498113e+00	-6.407076e+00	-1.281277e+01
3.907698951395592e-02	-6.499968e+00	-6.349115e+00	-1.269673e+01
3.907728282106745e-02	-6.501764e+00	-6.276978e+00	-1.255241e+01
3.907952003342529e-02	-6.513709e+00	-5.696386e+00	-1.139122e+01
3.908175724578312e-02	-6.522362e+00	-5.113657e+00	-1.022576e+01
3.908399445814096e-02	-6.527722e+00	-4.528792e+00	-9.056025e+00
3.908623167049879e-02	-6.529790e+00	-3.941790e+00	-7.882015e+00
3.908846888285663e-02	-6.528566e+00	-3.352651e+00	-6.703732e+00
3.909070609521446e-02	-6.524050e+00	-2.761375e+00	-5.521176e+00
3.909294330757230e-02	-6.516242e+00	-2.167962e+00	-4.334346e+00
3.910847940960917e-02	-6.410066e+00	1.985167e+00	3.971946e+00
3.912044761056175e-02	-6.261751e+00	4.925241e+00	9.852118e+00
3.912883721157943e-02	-6.122110e+00	6.480755e+00	1.296316e+01
3.913435210215360e-02	-6.017019e+00	6.493000e+00	1.298765e+01
3.913986699272776e-02	-5.912599e+00	6.502182e+00	1.300601e+01
3.914538188330193e-02	-5.808850e+00	6.508301e+00	1.301825e+01
3.915089677387609e-02	-5.705772e+00	6.511357e+00	1.302436e+01
3.915641166445026e-02	-5.603364e+00	6.511350e+00	1.302435e+01
3.916192655502442e-02	-5.501627e+00	6.508280e+00	1.301821e+01
3.916744144559859e-02	-5.400561e+00	6.502148e+00	1.300594e+01
3.920169131683784e-02	-4.785554e+00	6.502145e+00	1.300594e+01
3.925051944183783e-02	-3.940601e+00	6.502144e+00	1.300593e+01
3.929934756683783e-02	-3.132854e+00	6.502143e+00	1.300593e+01
3.934817569183783e-02	-2.363607e+00	6.502143e+00	1.300593e+01
3.939700381683783e-02	-1.631027e+00	6.502143e+00	1.300593e+01
3.944583194183782e-02	-9.333644e-01	6.502143e+00	1.300593e+01
3.949466006683782e-02	-2.689556e-01	6.502143e+00	1.300593e+01
3.954348819183782e-02	3.637846e-01	6.502142e+00	1.300593e+01
3.959231631683782e-02	9.663654e-01	6.502142e+00	1.300593e+01
3.964114444183781e-02	1.540225e+00	6.502142e+00	1.300593e+01
3.968997256683781e-02	2.086731e+00	6.502142e+00	1.300593e+01
3.973880069183781e-02	2.607189e+00	6.502142e+00	1.300593e+01
3.978762881683780e-02	3.102839e+00	6.502141e+00	1.300593e+01
3.983645694183780e-02	3.574864e+00	6.502141e+00	1.300593e+01
3.988528506683780e-02	4.024391e+00	6.502141e+00	1.300593e+01
3.998294131683779e-02	4.860186e+00	6.502141e+00	1.300593e+01
4.008059756683779e-02	5.618204e+00	6.502141e+00	1.300593e+01
4.018153021899972e-02	6.331518e+00	6.502028e+00	1.300569e+01
4.018808302332360e-02	6.375072e+00	6.501587e+00	1.300477e+01
4.019341388045485e-02	6.410326e+00	6.500357e+00	1.300221e+01
4.019852271096235e-02	6.443894e+00	6.496308e+00	1.299389e+01
4.020413551653781e-02	6.480573e+00	6.486858e+00	1.297460e+01
4.020439120623685e-02	6.482233e+00	6.486342e+00	1.297355e+01
4.020464689593587e-02	6.483892e+00	6.485263e+00	1.297136e+01
4.020490258563490e-02	6.485549e+00	6.483622e+00	1.296805e+01
4.020515827533393e-02	6.487205e+00	6.481417e+00	1.296360e+01
4.020541396503296e-02	6.488859e+00	6.478649e+00	1.295802e+01
4.020566965473198e-02	6.490511e+00	6.475318e+00	1.295131e+01
4.020592534443101e-02	6.492162e+00	6.471425e+00	1.294346e+01
4.020633249243117e-02	6.494782e+00	6.456936e+00	1.291434e+01
4.020667356536447e-02	6.496960e+00	6.423742e+00	1.284775e+01
4.020704222603468e-02	6.499279e+00	6.355021e+00	1.271011e+01
4.020729388907150e-02	6.500827e+00	6.292086e+00	1.258418e+01
4.020883003009006e-02	6.509397e+00	5.868190e+00	1.173638e+01
4.021036617110863e-02	6.516330e+00	5.444173e+00	1.088834e+01
4.021190231212719e-02	6.521627e+00	5.020036e+00	1.004007e+01
4.021343845314575e-02	6.525288e+00	4.595778e+00	9.191551e+00
4.021497459416432e-02	6.527313e+00	4.171400e+00	8.342795e+00
4.021651073518288e-02	6.527703e+00	3.746901e+00	7.493799e+00
4.021804687620145e-02	6.526456e+00	3.322282e+00	6.644564e+00
4.022856560066229e-02	6.474743e+00	4.177561e-01	8.355121e-01
4.024960304958399e-02	6.240783e+00	-4.713513e+00	-9.427027e+00
4.026123732568823e-02	6.055150e+00	-6.437204e+00	-1.287441e+01
4.026278890465887e-02	6.026304e+00	-6.502812e+00	-1.300562e+01
4.030431576096159e-02	5.258946e+00	-6.502841e+00	-1.300568e+01
4.034584261726431e-02	4.519114e+00	-6.502852e+00	-1.300571e+01
4.038736947356703e-02	3.806807e+00	-6.502846e+00	-1.300569e+01
4.042889632986975e-02	3.122027e+00	-6.502824e+00	-1.300565e+01
4.047042318617246e-02	2.464774e+00	-6.502784e+00	-1.300557e+01
4.051195004247519e-02	1.835046e+00	-6.502726e+00	-1.300545e+01
4.055347689877790e-02	1.232844e+00	-6.502652e+00	-1.300530e+01
4.060230502377790e-02	5.541168e-01	-6.502606e+00	-1.300521e+01
4.065113314877790e-02	-9.225509e-02	-6.502562e+00	-1.300512e+01
4.069996127377790e-02	-7.078136e-01	-6.502520e+00	-1.300504e+01
4.074878939877789e-02	-1.294028e+00	-6.502479e+00	-1.300496e+01
4.079761752377789e-02	-1.852296e+00	-6.502441e+00	-1.300488e+01
4.084644564877789e-02	-2.383952e+00	-6.502404e+00	-1.300481e+01
4.089527377377788e-02	-2.890262e+00	-6.502369e+00	-1.300474e+01
4.094410189877788e-02	-3.372436e+00	-6.502336e+00	-1.300467e+01
4.099293002377788e-02	-3.831624e+00	-6.502303e+00	-1.300461e+01
4.109058627377787e-02	-4.685374e+00	-6.502244e+00	-1.300449e+01
4.118824252377787e-02	-5.459665e+00	-6.502189e+00	-1.300438e+01
4.130420932065287e-02	-6.289765e+00	-6.502083e+00	-1.300416e+01
4.131323863575744e-02	-6.350202e+00	-6.501819e+00	-1.300361e+01
4.132071109437458e-02	-6.399837e+00	-6.501184e+00	-1.300229e+01
4.132195804186896e-02	-6.408076e+00	-6.500916e+00	-1.300173e+01
4.132445193685772e-02	-6.424479e+00	-6.499688e+00	-1.299919e+01
4.133006042218873e-02	-6.461256e+00	-6.494890e+00	-1.298932e+01
4.133060621699650e-02	-6.464816e+00	-6.493979e+00	-1.298746e+01
4.133115201180426e-02	-6.468373e+00	-6.492797e+00	-1.298505e+01
4.133169780661203e-02	-6.471927e+00	-6.491342e+00	-1.298210e+01
4.133224360141980e-02	-6.475479e+00	-6.489615e+00	-1.297860e+01
4.133278939622757e-02	-6.479027e+00	-6.487616e+00	-1.297454e+01
4.133333519103533e-02	-6.482573e+00	-6.485345e+00	-1.296995e+01
4.133388098584310e-02	-6.486116e+00	-6.482802e+00	-1.296480e+01
4.133486468600095e-02	-6.492476e+00	-6.471059e+00	-1.294114e+01
4.133526995953509e-02	-6.495084e+00	-6.456515e+00	-1.291191e+01
4.133564873063507e-02	-6.497500e+00	-6.419065e+00	-1.283681e+01
4.133604046972214e-02	-6.499958e+00	-6.346942e+00	-1.269239e+01
4.133634355807207e-02	-6.501815e+00	-6.274083e+00	-1.254662e+01
4.134801571569837e-02	-6.528603e+00	-3.221732e+00	-6.441895e+00
4.135906258985204e-02	-6.471317e+00	-2.801932e-01	-5.587939e-01
4.138115633815936e-02	-6.239278e+00	5.677883e+00	1.135741e+01
4.138266381755516e-02	-6.216048e+00	6.018070e+00	1.203778e+01
4.138567877634676e-02	-6.159534e+00	6.452841e+00	1.290733e+01
4.138643251604466e-02	-6.145223e+00	6.494780e+00	1.299121e+01
4.142148137416028e-02	-5.490827e+00	6.498800e+00	1.299925e+01
4.145653023227590e-02	-4.856553e+00	6.501831e+00	1.300531e+01
4.149157909039151e-02	-4.242400e+00	6.503872e+00	1.300939e+01
4.152662794850713e-02	-3.648369e+00	6.504924e+00	1.301150e+01
4.156167680662275e-02	-3.074459e+00	6.504987e+00	1.301162e+01
4.159672566473837e-02	-2.520672e+00	6.504060e+00	1.300977e+01
4.163177452285399e-02	-1.987005e+00	6.502143e+00	1.300593e+01
4.168060264785398e-02	-1.272375e+00	6.502143e+00	1.300593e+01
4.172943077285398e-02	-5.918077e-01	6.502143e+00	1.300593e+01
4.177825889785398e-02	5.632094e-02	6.502142e+00	1.300593e+01
4.182708702285397e-02	6.735569e-01	6.502142e+00	1.300593e+01
4.187591514785397e-02	1.261373e+00	6.502142e+00	1.300593e+01
4.192474327285397e-02	1.821171e+00	6.502142e+00	1.300593e+01
4.197357139785397e-02	2.354286e+00	6.502142e+00	1.300593e+01
4.202239952285396e-02	2.861990e+00	6.502141e+00	1.300593e+01
4.207122764785396e-02	3.345496e+00	6.502141e+00	1.300593e+01
4.212005577285396e-02	3.805955e+00	6.502141e+00	1.300593e+01
4.221771202285395e-02	4.662077e+00	6.502141e+00	1.300593e+01
4.231536827285395e-02	5.438530e+00	6.502141e+00	1.300593e+01
4.233355262368020e-02	5.575228e+00	6.502191e+00	1.300603e+01
4.235173697450646e-02	5.709615e+00	6.502216e+00	1.300608e+01
4.236992132533272e-02	5.841694e+00	6.502215e+00	1.300608e+01
4.238810567615898e-02	5.971463e+00	6.502190e+00	1.300603e+01
4.240629002698523e-02	6.098923e+00	6.502139e+00	1.300592e+01
4.242447437781149e-02	6.224073e+00	6.502064e+00	1.300577e+01
4.244265872863775e-02	6.346914e+00	6.501963e+00	1.300556e+01
4.244548964336495e-02	6.365757e+00	6.501791e+00	1.300520e+01
4.245115147281935e-02	6.403206e+00	6.500735e+00	1.300299e+01
4.245610742311187e-02	6.435819e+00	6.497791e+00	1.299693e+01
4.246182490364427e-02	6.473247e+00	6.490831e+00	1.298266e+01
4.246340784616518e-02	6.483528e+00	6.483989e+00	1.296881e+01
4.246444224218734e-02	6.490225e+00	6.474551e+00	1.294977e+01
4.246508535574838e-02	6.494370e+00	6.455049e+00	1.291056e+01
4.246554310710217e-02	6.497289e+00	6.409494e+00	1.281921e+01
4.246593109494982e-02	6.499717e+00	6.332703e+00	1.266545e+01
4.246623914304044e-02	6.501593e+00	6.252683e+00	1.250537e+01
4.246823086929403e-02	6.512264e+00	5.702601e+00	1.140520e+01
4.247022259554762e-02	6.520196e+00	5.152494e+00	1.030499e+01
4.247221432180121e-02	6.525387e+00	4.602361e+00	9.204721e+00
4.247420604805480e-02	6.527838e+00	4.052202e+00	8.104404e+00
4.247619777430840e-02	6.527548e+00	3.502019e+00	7.004037e+00
4.247818950056199e-02	6.524519e+00	2.951810e+00	5.903619e+00
4.248018122681558e-02	6.518749e+00	2.401575e+00	4.803150e+00
4.249369708961066e-02	6.433889e+00	-1.330287e+00	-2.660574e+00
4.250680593814766e-02	6.279044e+00	-4.697652e+00	-9.395304e+00
4.251541342885643e-02	6.139875e+00	-6.473803e+00	-1.294761e+01
4.251611025130653e-02	6.126716e+00	-6.496634e+00	-1.299327e+01
4.256127882036548e-02	5.289098e+00	-6.499860e+00	-1.299972e+01
4.260644738942444e-02	4.484064e+00	-6.502295e+00	-1.300459e+01
4.265161595848339e-02	3.711614e+00	-6.503942e+00	-1.300788e+01
4.269678452754234e-02	2.971748e+00	-6.504799e+00	-1.300960e+01
4.274195309660130e-02	2.264466e+00	-6.504866e+00	-1.300973e+01
4.278712166566025e-02	1.589769e+00	-6.504144e+00	-1.300829e+01
4.283229023471920e-02	9.476553e-01	-6.502633e+00	-1.300527e+01
4.288111835971920e-02	2.825229e-01	-6.502587e+00	-1.300517e+01
4.292994648471920e-02	-3.509017e-01	-6.502544e+00	-1.300509e+01
4.297877460971920e-02	-9.541302e-01	-6.502502e+00	-1.300500e+01
4.302760273471919e-02	-1.528602e+00	-6.502463e+00	-1.300493e+01
4.307643085971919e-02	-2.075688e+00	-6.502425e+00	-1.300485e+01
4.312525898471919e-02	-2.596694e+00	-6.502389e+00	-1.300478e+01
4.317408710971919e-02	-3.092863e+00	-6.502355e+00	-1.300471e+01
4.322291523471918e-02	-3.565379e+00	-6.502322e+00	-1.300464e+01
4.327174335971918e-02	-4.015369e+00	-6.502291e+00	-1.300458e+01
4.336939960971917e-02	-4.852018e+00	-6.502232e+00	-1.300446e+01
4.346705585971917e-02	-5.610799e+00	-6.502179e+00	-1.300436e+01
4.351588398471917e-02	-5.963282e+00	-6.502149e+00	-1.300430e+01
4.356471210971916e-02	-6.301130e+00	-6.500312e+00	-1.300051e+01
4.358657161764021e-02	-6.447772e+00	-6.496674e+00	-1.299302e+01
4.358854711951309e-02	-6.460679e+00	-6.494157e+00	-1.298786e+01
4.359148284574141e-02	-6.479807e+00	-6.487528e+00	-1.297436e+01
4.359268974066598e-02	-6.487631e+00	-6.480019e+00	-1.295919e+01
4.359335787260774e-02	-6.491951e+00	-6.471410e+00	-1.294185e+01
4.359383461872415e-02	-6.495018e+00	-6.453008e+00	-1.290488e+01
4.359424973727119e-02	-6.497663e+00	-6.409447e+00	-1.281753e+01
4.359458323115634e-02	-6.499753e+00	-6.345591e+00	-1.268968e+01
4.359488376113434e-02	-6.501592e+00	-6.271996e+00	-1.254245e+01
4.359710946239935e-02	-6.513472e+00	-5.694368e+00	-1.138719e+01
4.359933516366437e-02	-6.522094e+00	-5.114631e+00	-1.022771e+01
4.360156086492938e-02	-6.527457e+00	-4.532783e+00	-9.064007e+00
4.360378656619440e-02	-6.529562e+00	-3.948826e+00	-7.896088e+00
4.360601226745942e-02	-6.528409e+00	-3.362759e+00	-6.723949e+00
4.360823796872444e-02	-6.523997e+00	-2.774583e+00	-5.547592e+00
4.361046366998945e-02	-6.516327e+00	-2.184297e+00	-4.367016e+00
4.362588396976188e-02	-6.411713e+00	1.937386e+00	3.876382e+00
4.363789496818465e-02	-6.263565e+00	4.897443e+00	9.796519e+00
4.364630666142203e-02	-6.123969e+00	6.479758e+00	1.296116e+01
4.365179424762437e-02	-6.019388e+00	6.492488e+00	1.298662e+01
4.365728183382671e-02	-5.915470e+00	6.502041e+00	1.300573e+01
4.366276942002904e-02	-5.812214e+00	6.508417e+00	1.301848e+01
4.366825700623138e-02	-5.709619e+00	6.511615e+00	1.302488e+01
4.367374459243371e-02	-5.607688e+00	6.511635e+00	1.302492e+01
4.367923217863606e-02	-5.506418e+00	6.508478e+00	1.301860e+01
4.368471976483839e-02	-5.405810e+00	6.502144e+00	1.300594e+01
4.371853588314829e-02	-4.798320e+00	6.502144e+00	1.300594e+01
4.376736400814828e-02	-3.952852e+00	6.502144e+00	1.300593e+01
4.381619213314828e-02	-3.144521e+00	6.502143e+00	1.300593e+01
4.386502025814828e-02	-2.374718e+00	6.502143e+00	1.300593e+01
4.391384838314828e-02	-1.641608e+00	6.502143e+00	1.300593e+01
4.396267650814827e-02	-9.434413e-01	6.502143e+00	1.300593e+01
4.401150463314827e-02	-2.785522e-01	6.502143e+00	1.300593e+01
4.406033275814827e-02	3.546453e-01	6.502142e+00	1.300593e+01
4.410916088314826e-02	9.576619e-01	6.502142e+00	1.300593e+01
4.415798900814826e-02	1.531936e+00	6.502142e+00	1.300593e+01
4.420681713314826e-02	2.078837e+00	6.502142e+00	1.300593e+01
4.425564525814826e-02	2.599671e+00	6.502142e+00	1.300593e+01
4.430447338314825e-02	3.095680e+00	6.502141e+00	1.300593e+01
4.435330150814825e-02	3.568046e+00	6.502141e+00	1.300593e+01
4.440212963314825e-02	4.017898e+00	6.502141e+00	1.300593e+01
4.449978588314824e-02	4.854297e+00	6.502141e+00	1.300593e+01
4.459744213314824e-02	5.612863e+00	6.502141e+00	1.300593e+01
4.469837459080789e-02	6.326693e+00	6.502052e+00	1.300574e+01
4.470492700612721e-02	6.370277e+00	6.501676e+00	1.300496e+01
4.471022587120062e-02	6.405348e+00	6.500639e+00	1.300280e+01
4.471530864639264e-02	6.438775e+00	6.497252e+00	1.299582e+01
4.472097879588170e-02	6.475872e+00	6.489594e+00	1.298015e+01
4.472217128237534e-02	6.483614e+00	6.484127e+00	1.296908e+01
4.472311302671782e-02	6.489712e+00	6.476191e+00	1.295307e+01
4.472369490973106e-02	6.493466e+00	6.462527e+00	1.292558e+01
4.472419423759316e-02	6.496657e+00	6.421413e+00	1.284311e+01
4.472466162416974e-02	6.499594e+00	6.338255e+00	1.267657e+01
4.472494617240365e-02	6.501334e+00	6.266999e+00	1.253400e+01
4.472744349665360e-02	6.514424e+00	5.577326e+00	1.115465e+01
4.472994082090355e-02	6.523218e+00	4.887625e+00	9.775250e+00
4.473243814515350e-02	6.527717e+00	4.197896e+00	8.395791e+00
4.473493546940345e-02	6.527920e+00	3.508139e+00	7.016277e+00
4.473743279365340e-02	6.523827e+00	2.818355e+00	5.636707e+00
4.473993011790335e-02	6.515440e+00	2.128542e+00	4.257082e+00
4.474242744215330e-02	6.502756e+00	1.438701e+00	2.877401e+00
4.475920283646689e-02	6.359038e+00	-3.191940e+00	-6.383881e+00
4.477032458064309e-02	6.201880e+00	-5.702470e+00	-1.140494e+01
4.477807415171273e-02	6.062512e+00	-6.488219e+00	-1.297644e+01
4.482105820380553e-02	5.267124e+00	-6.495827e+00	-1.299165e+01
4.486404225589834e-02	4.501279e+00	-6.501586e+00	-1.300317e+01
4.490702630799114e-02	3.764978e+00	-6.505496e+00	-1.301099e+01
4.495001036008393e-02	3.058221e+00	-6.507557e+00	-1.301511e+01
4.499299441217673e-02	2.381008e+00	-6.507768e+00	-1.301554e+01
4.503597846426954e-02	1.733338e+00	-6.506131e+00	-1.301226e+01
4.507896251636234e-02	1.115213e+00	-6.502645e+00	-1.300529e+01
4.512779064136233e-02	4.420926e-01	-6.502598e+00	-1.300520e+01
4.517661876636233e-02	-1.989389e-01	-6.502554e+00	-1.300511e+01
4.522544689136233e-02	-8.094117e-01	-6.502512e+00	-1.300503e+01
4.527427501636232e-02	-1.390783e+00	-6.502472e+00	-1.300495e+01
4.532310314136232e-02	-1.944439e+00	-6.502434e+00	-1.300487e+01
4.537193126636232e-02	-2.471701e+00	-6.502398e+00	-1.300480e+01
4.542075939136232e-02	-2.973829e+00	-6.502363e+00	-1.300473e+01
4.546958751636231e-02	-3.452019e+00	-6.502330e+00	-1.300466e+01
4.551841564136231e-02	-3.907413e+00	-6.502298e+00	-1.300460e+01
4.561607189136230e-02	-4.754109e+00	-6.502239e+00	-1.300448e+01
4.571372814136230e-02	-5.522003e+00	-6.502185e+00	-1.300437e+01
4.576255626636230e-02	-5.878719e+00	-6.502160e+00	-1.300432e+01
4.581138439136229e-02	-6.220270e+00	-6.501804e+00	-1.300358e+01
4.583814673501732e-02	-6.401584e+00	-6.501029e+00	-1.300198e+01
4.584147090725213e-02	-6.423472e+00	-6.499830e+00	-1.299949e+01
4.584644459916976e-02	-6.456105e+00	-6.496094e+00	-1.299179e+01
4.584989952289054e-02	-6.478627e+00	-6.488550e+00	-1.297643e+01
4.585113642345165e-02	-6.486650e+00	-6.481539e+00	-1.296226e+01
4.585193788459238e-02	-6.491833e+00	-6.472131e+00	-1.294330e+01
4.585245444468592e-02	-6.495158e+00	-6.452678e+00	-1.290422e+01
4.585289551704208e-02	-6.497968e+00	-6.406291e+00	-1.281121e+01
4.585322798849284e-02	-6.500049e+00	-6.342080e+00	-1.268266e+01
4.585353809194626e-02	-6.501943e+00	-6.265679e+00	-1.252982e+01
4.585608255654898e-02	-6.515201e+00	-5.605057e+00	-1.120857e+01
4.585862702115170e-02	-6.524200e+00	-4.941701e+00	-9.881846e+00
4.586117148575442e-02	-6.528938e+00	-4.275609e+00	-8.549657e+00
4.586371595035713e-02	-6.529415e+00	-3.606782e+00	-7.211997e+00
4.586626041495985e-02	-6.525632e+00	-2.935220e+00	-5.868868e+00
4.586880487956257e-02	-6.517589e+00	-2.260923e+00	-4.520269e+00
4.587134934416529e-02	-6.505286e+00	-1.583891e+00	-3.166199e+00
4.588907849957147e-02	-6.357114e+00	3.172779e+00	6.347178e+00
4.590050737641970e-02	-6.196781e+00	5.710611e+00	1.142286e+01
4.590831330561597e-02	-6.056470e+00	6.488490e+00	1.297863e+01
4.595117795025243e-02	-5.263536e+00	6.495599e+00	1.299285e+01
4.599404259488888e-02	-4.499979e+00	6.500989e+00	1.300363e+01
4.603690723952534e-02	-3.765801e+00	6.504659e+00	1.301097e+01
4.607977188416180e-02	-3.061000e+00	6.506610e+00	1.301487e+01
4.612263652879826e-02	-2.385578e+00	6.506840e+00	1.301533e+01
4.616550117343471e-02	-1.739534e+00	6.505351e+00	1.301235e+01
4.620836581807117e-02	-1.122868e+00	6.502143e+00	1.300593e+01
4.625719394307116e-02	-4.494270e-01	6.502142e+00	1.300593e+01
4.630602206807116e-02	1.919152e-01	6.502142e+00	1.300593e+01
4.635485019307116e-02	8.026882e-01	6.502142e+00	1.300593e+01
4.640367831807116e-02	1.384349e+00	6.502142e+00	1.300593e+01
4.645250644307115e-02	1.938285e+00	6.502142e+00	1.300593e+01
4.650133456807115e-02	2.465818e+00	6.502142e+00	1.300593e+01
4.655016269307115e-02	2.968207e+00	6.502142e+00	1.300593e+01
4.659899081807115e-02	3.446649e+00	6.502141e+00	1.300593e+01
4.664781894307114e-02	3.902287e+00	6.502141e+00	1.300593e+01
4.674547519307114e-02	4.749445e+00	6.502141e+00	1.300593e+01
4.684313144307113e-02	5.517768e+00	6.502141e+00	1.300593e+01
4.694689120869613e-02	6.259733e+00	6.502119e+00	1.300588e+01
4.695909823994613e-02	6.341590e+00	6.501989e+00	1.300561e+01
4.696214999775863e-02	6.361918e+00	6.501822e+00	1.300526e+01
4.696825351338363e-02	6.402305e+00	6.500743e+00	1.300301e+01
4.697331680603596e-02	6.435631e+00	6.497804e+00	1.299695e+01
4.697902892473445e-02	6.473026e+00	6.490924e+00	1.298285e+01
4.698065299799803e-02	6.483575e+00	6.483932e+00	1.296869e+01
4.698168586038080e-02	6.490263e+00	6.474386e+00	1.294944e+01
4.698233345015543e-02	6.494435e+00	6.453845e+00	1.290814e+01
4.698279772271958e-02	6.497396e+00	6.406462e+00	1.281313e+01
4.698316816191878e-02	6.499712e+00	6.332135e+00	1.266432e+01
4.698347807726421e-02	6.501598e+00	6.251159e+00	1.250232e+01
4.698571350225307e-02	6.513347e+00	5.633733e+00	1.126747e+01
4.698794892724192e-02	6.521647e+00	5.016296e+00	1.003259e+01
4.699018435223078e-02	6.526498e+00	4.398848e+00	8.797694e+00
4.699241977721964e-02	6.527901e+00	3.781388e+00	7.562776e+00
4.699465520220850e-02	6.525855e+00	3.163918e+00	6.327835e+00
4.699689062719735e-02	6.520360e+00	2.546436e+00	5.092872e+00
4.699912605218621e-02	6.511417e+00	1.928944e+00	3.857888e+00
4.701445159171685e-02	6.398546e+00	-2.302098e+00	-4.604197e+00
4.702598530992171e-02	6.249854e+00	-5.121026e+00	-1.024205e+01
4.703416925059690e-02	6.110734e+00	-6.488136e+00	-1.297627e+01
4.707989542123121e-02	5.263840e+00	-6.495723e+00	-1.299145e+01
4.712562159186551e-02	4.450243e+00	-6.501471e+00	-1.300294e+01
