time	V(a)	V(b)	V(c)
4.717134776249982e-02	3.669945e+00	-6.505380e+00	-1.301076e+01
4.721707393313412e-02	2.922944e+00	-6.507450e+00	-1.301490e+01
4.726280010376843e-02	2.209241e+00	-6.507682e+00	-1.301536e+01
4.730852627440274e-02	1.528837e+00	-6.506075e+00	-1.301215e+01
4.735425244503705e-02	8.817296e-01	-6.502628e+00	-1.300526e+01
4.740308057003705e-02	2.197401e-01	-6.502583e+00	-1.300517e+01
4.745190869503704e-02	-4.106916e-01	-6.502540e+00	-1.300508e+01
4.750073682003704e-02	-1.011070e+00	-6.502499e+00	-1.300500e+01
4.754956494503704e-02	-1.582828e+00	-6.502460e+00	-1.300492e+01
4.759839307003703e-02	-2.127329e+00	-6.502422e+00	-1.300484e+01
4.764722119503703e-02	-2.645873e+00	-6.502386e+00	-1.300477e+01
4.769604932003703e-02	-3.139697e+00	-6.502351e+00	-1.300470e+01
4.774487744503703e-02	-3.609980e+00	-6.502319e+00	-1.300464e+01
4.779370557003702e-02	-4.057845e+00	-6.502288e+00	-1.300458e+01
4.789136182003702e-02	-4.890540e+00	-6.502229e+00	-1.300446e+01
4.798901807003701e-02	-5.645736e+00	-6.502176e+00	-1.300435e+01
4.808667432003701e-02	-6.334056e+00	-6.501903e+00	-1.300379e+01
4.809277783566201e-02	-6.375031e+00	-6.501340e+00	-1.300262e+01
4.810199591473757e-02	-6.435892e+00	-6.498990e+00	-1.299774e+01
4.810656396881589e-02	-6.465783e+00	-6.493759e+00	-1.298701e+01
4.810907330892239e-02	-6.482104e+00	-6.485074e+00	-1.296941e+01
4.811040153500369e-02	-6.490715e+00	-6.476519e+00	-1.295213e+01
4.811059658855772e-02	-6.491974e+00	-6.473396e+00	-1.294584e+01
4.811098669566578e-02	-6.494486e+00	-6.462344e+00	-1.292362e+01
4.811133402313404e-02	-6.496709e+00	-6.435757e+00	-1.287027e+01
4.811173444978263e-02	-6.499242e+00	-6.373725e+00	-1.274599e+01
4.811195996018274e-02	-6.500640e+00	-6.323472e+00	-1.264541e+01
4.811269369047255e-02	-6.505002e+00	-6.134156e+00	-1.226677e+01
4.811342742076236e-02	-6.509010e+00	-5.944388e+00	-1.188723e+01
4.811416115105216e-02	-6.512664e+00	-5.754168e+00	-1.150678e+01
4.811489488134196e-02	-6.515965e+00	-5.563495e+00	-1.112543e+01
4.811562861163177e-02	-6.518912e+00	-5.372370e+00	-1.074318e+01
4.811636234192158e-02	-6.521506e+00	-5.180793e+00	-1.036003e+01
4.811709607221138e-02	-6.523746e+00	-4.988763e+00	-9.975971e+00
4.812196888822960e-02	-6.529645e+00	-3.711011e+00	-7.420457e+00
4.813171452026605e-02	-6.494525e+00	-1.125793e+00	-2.250001e+00
4.815120578433895e-02	-6.309694e+00	3.879361e+00	7.760347e+00
4.816269951021008e-02	-6.142820e+00	6.460057e+00	1.292176e+01
4.816299586997434e-02	-6.137485e+00	6.491141e+00	1.298393e+01
4.817506058379355e-02	-5.908483e+00	6.497823e+00	1.299729e+01
4.818712529761276e-02	-5.682392e+00	6.502802e+00	1.300725e+01
4.819919001143197e-02	-5.459214e+00	6.506077e+00	1.301380e+01
4.821125472525118e-02	-5.238947e+00	6.507649e+00	1.301695e+01
4.822331943907039e-02	-5.021592e+00	6.507517e+00	1.301668e+01
4.823538415288960e-02	-4.807149e+00	6.505682e+00	1.301301e+01
4.824744886670881e-02	-4.595618e+00	6.502144e+00	1.300593e+01
4.829627699170881e-02	-3.758509e+00	6.502144e+00	1.300593e+01
4.834510511670881e-02	-2.959441e+00	6.502143e+00	1.300593e+01
4.839393324170881e-02	-2.198460e+00	6.502143e+00	1.300593e+01
4.844276136670880e-02	-1.473751e+00	6.502143e+00	1.300593e+01
4.849158949170880e-02	-7.835854e-01	6.502143e+00	1.300593e+01
4.854041761670880e-02	-1.263157e-01	6.502142e+00	1.300593e+01
4.858924574170879e-02	4.996256e-01	6.502142e+00	1.300593e+01
4.863807386670879e-02	1.095732e+00	6.502142e+00	1.300593e+01
4.868690199170879e-02	1.663425e+00	6.502142e+00	1.300593e+01
4.873573011670879e-02	2.204059e+00	6.502142e+00	1.300593e+01
4.878455824170878e-02	2.718924e+00	6.502141e+00	1.300593e+01
4.883338636670878e-02	3.209249e+00	6.502141e+00	1.300593e+01
4.888221449170878e-02	3.676202e+00	6.502141e+00	1.300593e+01
4.893104261670878e-02	4.120898e+00	6.502141e+00	1.300593e+01
4.902869886670877e-02	4.947712e+00	6.502141e+00	1.300593e+01
4.912635511670876e-02	5.697586e+00	6.502141e+00	1.300593e+01
4.917518324170876e-02	6.045926e+00	6.501982e+00	1.300560e+01
4.922401136670876e-02	6.381476e+00	6.501453e+00	1.300450e+01
4.922542033273657e-02	6.390910e+00	6.501337e+00	1.300426e+01
4.922823826479219e-02	6.409492e+00	6.500500e+00	1.300251e+01
4.923387412890343e-02	6.446476e+00	6.494703e+00	1.299064e+01
4.924003865491072e-02	6.486709e+00	6.480655e+00	1.296207e+01
4.924085723032567e-02	6.491997e+00	6.469150e+00	1.293890e+01
4.924124344599302e-02	6.494481e+00	6.452929e+00	1.290630e+01
4.924160320735797e-02	6.496774e+00	6.413122e+00	1.282646e+01
4.924193175063792e-02	6.498834e+00	6.347414e+00	1.269488e+01
4.924220655693248e-02	6.500517e+00	6.276603e+00	1.255321e+01
4.924393697692538e-02	6.510006e+00	5.798850e+00	1.159770e+01
4.924566739691828e-02	6.517421e+00	5.321028e+00	1.064205e+01
4.924739781691118e-02	6.522763e+00	4.843138e+00	9.686274e+00
4.924912823690409e-02	6.526032e+00	4.365180e+00	8.730356e+00
4.925085865689699e-02	6.527227e+00	3.887153e+00	7.774303e+00
4.925258907688989e-02	6.526350e+00	3.409058e+00	6.818114e+00
4.925431949688279e-02	6.523398e+00	2.930895e+00	5.861789e+00
4.926615650235511e-02	6.450241e+00	-2.712528e-01	-5.425059e-01
4.928983051329976e-02	6.174253e+00	-6.427148e+00	-1.285430e+01
4.929023739324105e-02	6.167665e+00	-6.482385e+00	-1.296477e+01
4.929681437611649e-02	6.042000e+00	-6.493744e+00	-1.298749e+01
4.930339135899194e-02	5.917312e+00	-6.502294e+00	-1.300459e+01
4.930996834186738e-02	5.793601e+00	-6.508037e+00	-1.301607e+01
4.931654532474282e-02	5.670867e+00	-6.510972e+00	-1.302194e+01
4.932312230761826e-02	5.549110e+00	-6.511098e+00	-1.302220e+01
4.932969929049370e-02	5.428329e+00	-6.508416e+00	-1.301683e+01
4.933627627336915e-02	5.308526e+00	-6.502926e+00	-1.300585e+01
4.937619786768884e-02	4.596703e+00	-6.502879e+00	-1.300576e+01
4.942502599268884e-02	3.759477e+00	-6.502822e+00	-1.300565e+01
4.947385411768884e-02	2.960302e+00	-6.502769e+00	-1.300554e+01
4.952268224268883e-02	2.199225e+00	-6.502717e+00	-1.300544e+01
4.957151036768883e-02	1.474429e+00	-6.502668e+00	-1.300534e+01
4.962033849268883e-02	7.841846e-01	-6.502622e+00	-1.300524e+01
4.966916661768882e-02	1.268451e-01	-6.502577e+00	-1.300515e+01
4.971799474268882e-02	-4.991582e-01	-6.502534e+00	-1.300507e+01
4.976682286768882e-02	-1.095319e+00	-6.502493e+00	-1.300499e+01
4.981565099268882e-02	-1.663060e+00	-6.502454e+00	-1.300491e+01
4.986447911768881e-02	-2.203737e+00	-6.502417e+00	-1.300483e+01
4.991330724268881e-02	-2.718638e+00	-6.502381e+00	-1.300476e+01
4.996213536768881e-02	-3.210281e+00	-6.502347e+00	-1.300469e+01
5.000000000000000e-02	-3.578694e+00	-6.502321e+00	-1.300464e+01
