time	V(vi)	V(vo)
3.102583417337419e-02	1.201678e+00	1.008711e+00
3.103042106226194e-02	1.206281e+00	-1.508091e+00
3.103500795114969e-02	1.210874e+00	-4.025503e+00
3.103959484003744e-02	1.215456e+00	-6.543526e+00
3.105026747446552e-02	1.226080e+00	-1.135523e+01
3.105790059920049e-02	1.233644e+00	-1.296654e+01
3.106148249964174e-02	1.237184e+00	-1.300621e+01
3.123209558247720e-02	1.401516e+00	-1.300580e+01
3.140270866531267e-02	1.546277e+00	-1.300549e+01
3.157332174814813e-02	1.671466e+00	-1.300528e+01
3.174393483098360e-02	1.777082e+00	-1.300516e+01
3.191454791381906e-02	1.863126e+00	-1.300514e+01
3.208516099665452e-02	1.929599e+00	-1.300522e+01
3.225577407948999e-02	1.976499e+00	-1.300539e+01
3.245108657948999e-02	1.999056e+00	-1.300539e+01
3.264639907949000e-02	1.991545e+00	-1.300539e+01
3.284171157949000e-02	1.954079e+00	-1.300539e+01
3.303702407949000e-02	1.887222e+00	-1.300538e+01
3.323233657949001e-02	1.791980e+00	-1.300537e+01
3.342764907949001e-02	1.669785e+00	-1.300535e+01
3.362296157949001e-02	1.522474e+00	-1.300533e+01
3.381827407949001e-02	1.352264e+00	-1.300531e+01
3.401358657949002e-02	1.161715e+00	-1.300528e+01
3.420889907949002e-02	9.536927e-01	-1.300525e+01
3.440421157949002e-02	7.313257e-01	-1.300522e+01
3.459952407949003e-02	4.979590e-01	-1.300519e+01
3.479483657949003e-02	2.571025e-01	-1.300516e+01
3.499014907949003e-02	1.237895e-02	-1.300513e+01
3.518546157949003e-02	-2.325308e-01	-1.300509e+01
3.538077407949004e-02	-4.739431e-01	-1.300506e+01
3.557608657949004e-02	-7.082268e-01	-1.300503e+01
3.577139907949004e-02	-9.318582e-01	-1.300486e+01
3.586905532949004e-02	-1.038620e+00	-1.300306e+01
3.592943494776018e-02	-1.102699e+00	-1.299929e+01
3.594706027871444e-02	-1.121109e+00	-1.299455e+01
3.597056071998679e-02	-1.145442e+00	-1.298186e+01
3.599589299447314e-02	-1.171391e+00	-1.294917e+01
3.599691639385935e-02	-1.172433e+00	-1.295106e+01
3.599793979324556e-02	-1.173475e+00	-1.294829e+01
3.599896319263177e-02	-1.174516e+00	-1.294087e+01
3.599998659201798e-02	-1.175557e+00	-1.292879e+01
3.600100999140419e-02	-1.176597e+00	-1.291206e+01
3.600203339079040e-02	-1.177637e+00	-1.289068e+01
3.600305679017660e-02	-1.178676e+00	-1.286464e+01
3.600404452825376e-02	-1.179679e+00	-1.279026e+01
3.600510434810912e-02	-1.180754e+00	-1.262599e+01
3.600632814440942e-02	-1.181995e+00	-1.230410e+01
3.600715127975660e-02	-1.182829e+00	-1.198769e+01
3.600808853722903e-02	-1.183778e+00	-1.153745e+01
3.600912715964744e-02	-1.184830e+00	-1.099283e+01
3.602814546542339e-02	-1.203999e+00	-6.425387e-01
3.604709362938575e-02	-1.222926e+00	8.860825e+00
3.605797822071186e-02	-1.233721e+00	1.296255e+01
3.606404231132357e-02	-1.239709e+00	1.298733e+01
3.607010640193528e-02	-1.245680e+00	1.300588e+01
3.607617049254699e-02	-1.251633e+00	1.301821e+01
3.608223458315869e-02	-1.257567e+00	1.302431e+01
3.608829867377040e-02	-1.263483e+00	1.302419e+01
3.609436276438211e-02	-1.269381e+00	1.301785e+01
3.610042685499382e-02	-1.275261e+00	1.300528e+01
3.631256722159657e-02	-1.468702e+00	1.300528e+01
3.650787972159657e-02	-1.623834e+00	1.300528e+01
3.670319222159658e-02	-1.754542e+00	1.300528e+01
3.689850472159658e-02	-1.858860e+00	1.300528e+01
3.709381722159658e-02	-1.935220e+00	1.300528e+01
3.728912972159659e-02	-1.982471e+00	1.300528e+01
3.748444222159659e-02	-1.999904e+00	1.300528e+01
3.767975472159659e-02	-1.987257e+00	1.300528e+01
3.787506722159659e-02	-1.944720e+00	1.300528e+01
3.807037972159660e-02	-1.872932e+00	1.300528e+01
3.826569222159660e-02	-1.772974e+00	1.300528e+01
3.846100472159660e-02	-1.646349e+00	1.300528e+01
3.865631722159660e-02	-1.494961e+00	1.300528e+01
3.885162972159661e-02	-1.321087e+00	1.300528e+01
3.904694222159661e-02	-1.127343e+00	1.300528e+01
3.924225472159661e-02	-9.166424e-01	1.300528e+01
3.943756722159662e-02	-6.921549e-01	1.300528e+01
3.963287972159662e-02	-4.572567e-01	1.300528e+01
3.982819222159662e-02	-2.154809e-01	1.300528e+01
4.012116097159663e-02	1.521083e-01	1.300528e+01
4.031647347159663e-02	3.950767e-01	1.300528e+01
4.051178597159663e-02	6.321027e-01	1.300528e+01
4.070709847159663e-02	8.596213e-01	1.300527e+01
4.080475472159664e-02	9.687389e-01	1.300471e+01
4.090241097159664e-02	1.074210e+00	1.300270e+01
4.091461800284664e-02	1.087118e+00	1.300158e+01
4.093903206534664e-02	1.112741e+00	1.299359e+01
4.099042679399125e-02	1.165817e+00	1.296013e+01
4.099189861549799e-02	1.167319e+00	1.295992e+01
4.099337043700473e-02	1.168820e+00	1.295665e+01
4.099484225851147e-02	1.170321e+00	1.295031e+01
4.099631408001822e-02	1.171820e+00	1.294090e+01
4.099778590152496e-02	1.173318e+00	1.292844e+01
4.099925772303170e-02	1.174816e+00	1.291290e+01
4.100072954453844e-02	1.176312e+00	1.289431e+01
4.100196613652669e-02	1.177568e+00	1.284139e+01
4.100300964612483e-02	1.178628e+00	1.273660e+01
4.100413565061557e-02	1.179771e+00	1.250422e+01
4.100555543263627e-02	1.181211e+00	1.202708e+01
4.100645956315557e-02	1.182128e+00	1.161543e+01
4.100760604803860e-02	1.183290e+00	1.101221e+01
4.103832062572092e-02	1.214184e+00	-5.837015e+00
4.104893830668449e-02	1.224760e+00	-1.081745e+01
4.105671360521158e-02	1.232469e+00	-1.290770e+01
4.105800404625473e-02	1.233746e+00	-1.300362e+01
4.121774402762765e-02	1.388063e+00	-1.300443e+01
4.137748400900057e-02	1.525464e+00	-1.300505e+01
4.153722399037349e-02	1.645951e+00	-1.300549e+01
4.169696397174640e-02	1.749522e+00	-1.300574e+01
4.185670395311932e-02	1.836179e+00	-1.300581e+01
4.201644393449224e-02	1.905920e+00	-1.300569e+01
4.217618391586516e-02	1.958747e+00	-1.300539e+01
4.237149641586516e-02	1.993484e+00	-1.300539e+01
4.256680891586517e-02	1.998238e+00	-1.300539e+01
4.276212141586517e-02	1.972937e+00	-1.300539e+01
4.295743391586517e-02	1.917960e+00	-1.300538e+01
4.315274641586517e-02	1.834136e+00	-1.300537e+01
4.334805891586518e-02	1.722724e+00	-1.300536e+01
4.354337141586518e-02	1.585402e+00	-1.300534e+01
4.373868391586518e-02	1.424233e+00	-1.300532e+01
4.393399641586519e-02	1.241642e+00	-1.300529e+01
4.412930891586519e-02	1.040376e+00	-1.300527e+01
4.432462141586519e-02	8.234623e-01	-1.300524e+01
4.451993391586519e-02	5.941625e-01	-1.300521e+01
4.471524641586520e-02	3.559259e-01	-1.300517e+01
4.491055891586520e-02	1.123358e-01	-1.300514e+01
4.510587141586520e-02	-1.329439e-01	-1.300511e+01
4.530118391586520e-02	-3.762239e-01	-1.300507e+01
4.549649641586521e-02	-6.138452e-01	-1.300504e+01
4.569180891586521e-02	-8.422338e-01	-1.300500e+01
4.578946516586521e-02	-9.518853e-01	-1.300471e+01
4.588712141586521e-02	-1.057954e+00	-1.300147e+01
4.594685773884117e-02	-1.120899e+00	-1.299493e+01
4.596238270803539e-02	-1.137002e+00	-1.298806e+01
4.598647607716337e-02	-1.161779e+00	-1.296872e+01
4.598871484701550e-02	-1.164068e+00	-1.297238e+01
4.599095361686763e-02	-1.166355e+00	-1.297138e+01
4.599319238671976e-02	-1.168639e+00	-1.296573e+01
4.599543115657189e-02	-1.170921e+00	-1.295542e+01
4.599766992642402e-02	-1.173200e+00	-1.294045e+01
4.599990869627615e-02	-1.175478e+00	-1.292083e+01
4.600214746612828e-02	-1.177753e+00	-1.289654e+01
4.600324030800139e-02	-1.178862e+00	-1.285393e+01
4.600423984695354e-02	-1.179877e+00	-1.276689e+01
4.600531439469625e-02	-1.180967e+00	-1.257580e+01
4.600664083655454e-02	-1.182312e+00	-1.218543e+01
4.600743638389440e-02	-1.183118e+00	-1.185411e+01
4.600855381355527e-02	-1.184250e+00	-1.129249e+01
4.601094430242695e-02	-1.186669e+00	-1.000763e+01
4.603506819083925e-02	-1.210934e+00	3.136890e+00
4.604771839630734e-02	-1.223547e+00	9.546797e+00
4.605615380668925e-02	-1.231915e+00	1.295046e+01
4.605771413619806e-02	-1.233459e+00	1.299744e+01
4.621672789035522e-02	-1.387106e+00	1.300116e+01
4.637574164451239e-02	-1.524010e+00	1.300401e+01
4.653475539866955e-02	-1.644170e+00	1.300600e+01
4.669376915282671e-02	-1.747586e+00	1.300712e+01
4.685278290698387e-02	-1.834258e+00	1.300737e+01
4.701179666114103e-02	-1.904186e+00	1.300676e+01
4.717081041529819e-02	-1.957371e+00	1.300528e+01
