time	V(n001)	V(n002)	V(n003)
1.191447373914058e-02	4.659016e-01	5.132891e+00	4.665429e-01
1.210978623914058e-02	4.844458e-01	5.336883e+00	4.850470e-01
1.230509873914058e-02	4.957036e-01	5.460725e+00	4.962556e-01
1.250041123914058e-02	4.995057e-01	5.502555e+00	5.000000e-01
1.269572373914058e-02	4.957950e-01	5.461743e+00	4.962239e-01
1.289103623914058e-02	4.846272e-01	5.338903e+00	4.849842e-01
1.308634873914058e-02	4.661704e-01	5.135883e+00	4.664499e-01
1.328166123914058e-02	4.407021e-01	4.855737e+00	4.408997e-01
1.347697373914057e-02	4.086054e-01	4.502677e+00	4.087180e-01
1.367228623914057e-02	3.703631e-01	4.082016e+00	3.703888e-01
1.386759873914057e-02	3.265504e-01	3.600079e+00	3.264886e-01
1.406291123914057e-02	2.778262e-01	3.064115e+00	2.776777e-01
1.425822373914057e-02	2.249234e-01	2.482186e+00	2.246903e-01
1.445353623914057e-02	1.686378e-01	1.863045e+00	1.683233e-01
1.464884873914057e-02	1.098159e-01	1.216004e+00	1.094246e-01
1.484416123914057e-02	4.934246e-02	5.507948e-01	4.888000e-02
1.513712998914057e-02	-4.247128e-02	-4.591594e-01	-4.302737e-02
1.533244248914057e-02	-1.030736e-01	-1.125788e+00	-1.036821e-01
1.552775498914057e-02	-1.621255e-01	-1.775362e+00	-1.627773e-01
1.572306748914057e-02	-2.187387e-01	-2.398111e+00	-2.194242e-01
1.591837998914057e-02	-2.720617e-01	-2.984669e+00	-2.727708e-01
1.611369248914057e-02	-3.212925e-01	-3.526213e+00	-3.220146e-01
1.630900498914058e-02	-3.656906e-01	-4.014598e+00	-3.664151e-01
1.650431748914058e-02	-4.045882e-01	-4.442478e+00	-4.053043e-01
1.669962998914058e-02	-4.374003e-01	-4.803417e+00	-4.380973e-01
1.689494248914059e-02	-4.636333e-01	-5.091987e+00	-4.643010e-01
1.709025498914059e-02	-4.828927e-01	-5.303847e+00	-4.835211e-01
1.728556748914059e-02	-4.948888e-01	-5.435810e+00	-4.954687e-01
1.748087998914059e-02	-4.994411e-01	-5.485892e+00	-4.999639e-01
1.767619248914060e-02	-4.964812e-01	-5.453340e+00	-4.969392e-01
1.787150498914060e-02	-4.860536e-01	-5.338642e+00	-4.864401e-01
1.806681748914060e-02	-4.683151e-01	-5.143524e+00	-4.686245e-01
1.826212998914060e-02	-4.435326e-01	-4.870921e+00	-4.437603e-01
1.845744248914061e-02	-4.120787e-01	-4.524932e+00	-4.122216e-01
1.865275498914061e-02	-3.744266e-01	-4.110763e+00	-3.744826e-01
1.884806748914061e-02	-3.311426e-01	-3.634641e+00	-3.311111e-01
1.904337998914062e-02	-2.828777e-01	-3.103730e+00	-2.827594e-01
1.923869248914062e-02	-2.303579e-01	-2.526013e+00	-2.301547e-01
1.943400498914062e-02	-1.743731e-01	-1.910181e+00	-1.740882e-01
1.962931748914062e-02	-1.157653e-01	-1.265496e+00	-1.154034e-01
1.982462998914063e-02	-5.541622e-02	-6.016546e-01	-5.498270e-02
2.011759873914063e-02	3.638314e-02	4.081413e-01	3.691113e-02
2.031291123914063e-02	9.709087e-02	1.075929e+00	9.767187e-02
2.050822373914064e-02	1.563384e-01	1.727656e+00	1.569635e-01
2.070353623914064e-02	2.132346e-01	2.353518e+00	2.138943e-01
2.089884873914064e-02	2.669238e-01	2.944104e+00	2.676080e-01
2.109416123914064e-02	3.165983e-01	3.490529e+00	3.172965e-01
2.128947373914065e-02	3.615111e-01	3.984574e+00	3.622126e-01
2.148478623914065e-02	4.009864e-01	4.418810e+00	4.016807e-01
2.168009873914065e-02	4.344308e-01	4.786704e+00	4.351072e-01
2.187541123914066e-02	4.613411e-01	5.082724e+00	4.619892e-01
2.207072373914066e-02	4.813125e-01	5.302415e+00	4.819225e-01
2.226603623914066e-02	4.940447e-01	5.442476e+00	4.946072e-01
2.246134873914066e-02	4.993461e-01	5.500798e+00	4.998526e-01
2.265666123914067e-02	4.971371e-01	5.476505e+00	4.975797e-01
2.285197373914067e-02	4.874509e-01	5.369963e+00	4.878227e-01
2.304728623914067e-02	4.704331e-01	5.182772e+00	4.707285e-01
2.324259873914068e-02	4.463397e-01	4.917750e+00	4.465540e-01
2.343791123914068e-02	4.155332e-01	4.578883e+00	4.156630e-01
2.363322373914068e-02	3.784769e-01	4.171267e+00	3.785200e-01
2.382853623914068e-02	3.357280e-01	3.701033e+00	3.356837e-01
2.402384873914069e-02	2.879297e-01	3.175254e+00	2.877985e-01
2.421916123914069e-02	2.358009e-01	2.601838e+00	2.355844e-01
2.441447373914069e-02	1.801256e-01	1.989410e+00	1.798270e-01
2.460978623914069e-02	1.217412e-01	1.347182e+00	1.213648e-01
2.480509873914070e-02	6.152587e-02	6.848125e-01	6.107711e-02
2.500041123914070e-02	3.853177e-04	1.226480e-02	-1.291946e-04
2.519572373914070e-02	-6.076086e-02	-6.603456e-01	-6.133356e-02
2.539103623914071e-02	-1.209930e-01	-1.322902e+00	-1.216154e-01
2.558634873914071e-02	-1.794051e-01	-1.965439e+00	-1.800680e-01
2.578166123914071e-02	-2.351186e-01	-2.578292e+00	-2.358123e-01
2.597697373914071e-02	-2.872956e-01	-3.152244e+00	-2.880097e-01
2.617228623914072e-02	-3.351512e-01	-3.678661e+00	-3.358752e-01
2.636759873914072e-02	-3.779657e-01	-4.149626e+00	-3.786888e-01
2.656291123914072e-02	-4.150951e-01	-4.558055e+00	-4.158066e-01
2.675822373914073e-02	-4.459809e-01	-4.897806e+00	-4.466702e-01
2.695353623914073e-02	-4.701586e-01	-5.163767e+00	-4.708155e-01
2.714884873914073e-02	-4.872645e-01	-5.351939e+00	-4.878794e-01
2.734416123914073e-02	-4.970413e-01	-5.459491e+00	-4.976050e-01
2.753947373914074e-02	-4.993421e-01	-5.484805e+00	-4.998462e-01
2.773478623914074e-02	-4.941321e-01	-5.427501e+00	-4.945693e-01
2.793009873914074e-02	-4.814897e-01	-5.288440e+00	-4.818535e-01
2.812541123914074e-02	-4.616050e-01	-5.069715e+00	-4.618903e-01
2.832072373914075e-02	-4.347773e-01	-4.774613e+00	-4.349798e-01
2.851603623914075e-02	-4.014099e-01	-4.407576e+00	-4.015268e-01
2.871134873914075e-02	-3.620047e-01	-3.974123e+00	-3.620344e-01
2.890666123914076e-02	-3.171544e-01	-3.480772e+00	-3.170968e-01
2.910197373914076e-02	-2.675337e-01	-2.934947e+00	-2.673897e-01
2.929728623914076e-02	-2.138888e-01	-2.344854e+00	-2.136607e-01
2.949259873914076e-02	-1.570267e-01	-1.719371e+00	-1.567182e-01
2.968791123914077e-02	-9.780253e-02	-1.067905e+00	-9.741844e-02
2.988322373914077e-02	-3.710717e-02	-4.002546e-01	-3.665344e-02
3.017619248914077e-02	5.469473e-02	6.095695e-01	5.523951e-02
3.037150498914078e-02	1.150595e-01	1.273586e+00	1.156548e-01
3.056681748914078e-02	1.736939e-01	1.918567e+00	1.743304e-01
3.076212998914078e-02	2.297159e-01	2.534814e+00	2.303840e-01
3.095744248914079e-02	2.822829e-01	3.113056e+00	2.829724e-01
3.115275498914079e-02	3.306043e-01	3.644597e+00	3.313047e-01
3.134806748914079e-02	3.739533e-01	4.121440e+00	3.746538e-01
3.154337998914079e-02	4.116777e-01	4.536416e+00	4.123677e-01
3.173869248914080e-02	4.432103e-01	4.883281e+00	4.438793e-01
3.193400498914080e-02	4.680768e-01	5.156818e+00	4.687145e-01
3.212931748914080e-02	4.859031e-01	5.352914e+00	4.864998e-01
3.232462998914080e-02	4.964211e-01	5.468619e+00	4.969677e-01
3.251994248914081e-02	4.994727e-01	5.502192e+00	4.999608e-01
3.271525498914081e-02	4.950119e-01	5.453130e+00	4.954339e-01
3.291056748914081e-02	4.831058e-01	5.322169e+00	4.834553e-01
3.310587998914082e-02	4.639336e-01	5.111279e+00	4.642051e-01
3.330119248914082e-02	4.377835e-01	4.823633e+00	4.379727e-01
3.349650498914082e-02	4.050489e-01	4.463557e+00	4.051529e-01
3.369181748914082e-02	3.662222e-01	4.036467e+00	3.662392e-01
3.388712998914083e-02	3.218874e-01	3.548786e+00	3.218169e-01
3.408244248914083e-02	2.727113e-01	3.007851e+00	2.725542e-01
3.427775498914083e-02	2.194335e-01	2.421797e+00	2.191920e-01
3.447306748914084e-02	1.628554e-01	1.799439e+00	1.625330e-01
3.466837998914084e-02	1.038280e-01	1.150137e+00	1.034293e-01
3.486369248914084e-02	4.323915e-02	4.836582e-01	4.276993e-02
3.515666123914084e-02	-4.857543e-02	-5.263053e-01	-4.913714e-02
3.535197373914085e-02	-1.090635e-01	-1.191677e+00	-1.096767e-01
3.554728623914085e-02	-1.679109e-01	-1.839002e+00	-1.685666e-01
3.574259873914085e-02	-2.242327e-01	-2.458546e+00	-2.249211e-01
3.593791123914086e-02	-2.771816e-01	-3.040989e+00	-2.778925e-01
3.613322373914086e-02	-3.259614e-01	-3.577572e+00	-3.266842e-01
3.632853623914086e-02	-3.698382e-01	-4.060222e+00	-3.705623e-01
3.652384873914086e-02	-4.081521e-01	-4.481682e+00	-4.088668e-01
3.671916123914087e-02	-4.403269e-01	-4.835611e+00	-4.410215e-01
3.691447373914087e-02	-4.658787e-01	-5.116687e+00	-4.665429e-01
3.710978623914087e-02	-4.844230e-01	-5.320681e+00	-4.850470e-01
3.730509873914088e-02	-4.956810e-01	-5.444525e+00	-4.962556e-01
3.750041123914088e-02	-4.994833e-01	-5.486357e+00	-5.000000e-01
3.769572373914088e-02	-4.957728e-01	-5.445547e+00	-4.962239e-01
3.789103623914088e-02	-4.846052e-01	-5.322710e+00	-4.849842e-01
3.808634873914089e-02	-4.661485e-01	-5.119692e+00	-4.664499e-01
3.828166123914089e-02	-4.406804e-01	-4.839547e+00	-4.408997e-01
3.847697373914089e-02	-4.085838e-01	-4.486488e+00	-4.087180e-01
3.867228623914089e-02	-3.703415e-01	-4.065827e+00	-3.703888e-01
3.886759873914090e-02	-3.265288e-01	-3.583890e+00	-3.264886e-01
3.906291123914090e-02	-2.778046e-01	-3.047926e+00	-2.776777e-01
3.925822373914090e-02	-2.249018e-01	-2.465996e+00	-2.246903e-01
3.945353623914091e-02	-1.686160e-01	-1.846854e+00	-1.683233e-01
3.964884873914091e-02	-1.097940e-01	-1.199811e+00	-1.094246e-01
3.984416123914091e-02	-4.932033e-02	-5.345997e-01	-4.888000e-02
4.013712998914092e-02	4.249371e-02	4.753577e-01	4.302737e-02
4.033244248914092e-02	1.030963e-01	1.141989e+00	1.036821e-01
4.052775498914092e-02	1.621483e-01	1.791565e+00	1.627773e-01
4.072306748914092e-02	2.187616e-01	2.414316e+00	2.194242e-01
4.091837998914093e-02	2.720847e-01	3.000875e+00	2.727708e-01
4.111369248914093e-02	3.213156e-01	3.542419e+00	3.220146e-01
4.130900498914093e-02	3.657137e-01	4.030805e+00	3.664151e-01
4.150431748914093e-02	4.046113e-01	4.458684e+00	4.053043e-01
4.169962998914094e-02	4.374233e-01	4.819623e+00	4.380973e-01
4.189494248914094e-02	4.636562e-01	5.108191e+00	4.643010e-01
4.209025498914094e-02	4.829155e-01	5.320049e+00	4.835211e-01
4.228556748914095e-02	4.949114e-01	5.452011e+00	4.954687e-01
4.248087998914095e-02	4.994635e-01	5.502090e+00	4.999639e-01
4.267619248914095e-02	4.965034e-01	5.469536e+00	4.969392e-01
4.287150498914095e-02	4.860756e-01	5.354836e+00	4.864401e-01
4.306681748914096e-02	4.683370e-01	5.159716e+00	4.686245e-01
4.326212998914096e-02	4.435543e-01	4.887111e+00	4.437603e-01
4.345744248914096e-02	4.121003e-01	4.541121e+00	4.122216e-01
4.365275498914097e-02	3.744482e-01	4.126951e+00	3.744826e-01
4.384806748914097e-02	3.311641e-01	3.650830e+00	3.311111e-01
4.404337998914097e-02	2.828993e-01	3.119919e+00	2.827594e-01
4.423869248914097e-02	2.303795e-01	2.542203e+00	2.301547e-01
4.443400498914098e-02	1.743948e-01	1.926372e+00	1.740882e-01
4.462931748914098e-02	1.157873e-01	1.281689e+00	1.154034e-01
4.482462998914098e-02	5.543834e-02	6.178495e-01	5.498270e-02
4.501994248914098e-02	-5.744266e-03	-5.516084e-02	-6.264954e-03
4.521525498914099e-02	-6.684030e-02	-7.272197e-01	-6.741837e-02
4.541056748914099e-02	-1.269308e-01	-1.388219e+00	-1.275578e-01
4.560587998914099e-02	-1.851120e-01	-2.028216e+00	-1.857785e-01
4.580119248914100e-02	-2.405088e-01	-2.637585e+00	-2.412051e-01
4.599650498914100e-02	-2.922880e-01	-3.207161e+00	-2.930036e-01
4.619181748914100e-02	-3.396707e-01	-3.728377e+00	-3.403952e-01
4.638712998914100e-02	-3.819444e-01	-4.193392e+00	-3.826668e-01
4.658244248914101e-02	-4.184730e-01	-4.595214e+00	-4.191828e-01
4.677775498914101e-02	-4.487073e-01	-4.927798e+00	-4.493939e-01
4.697306748914101e-02	-4.721925e-01	-5.186141e+00	-4.728457e-01
4.716837998914102e-02	-4.885753e-01	-5.366358e+00	-4.891854e-01
4.736369248914102e-02	-4.976093e-01	-5.465739e+00	-4.981674e-01
4.755900498914102e-02	-4.991587e-01	-5.482788e+00	-4.996564e-01
4.775431748914102e-02	-4.932000e-01	-5.417249e+00	-4.936302e-01
4.794962998914103e-02	-4.798230e-01	-5.270107e+00	-4.801793e-01
4.814494248914103e-02	-4.592288e-01	-5.043577e+00	-4.595060e-01
4.834025498914103e-02	-4.317273e-01	-4.741064e+00	-4.319214e-01
4.853556748914103e-02	-3.977320e-01	-4.367119e+00	-3.978402e-01
4.873087998914104e-02	-3.577542e-01	-3.927367e+00	-3.577752e-01
4.892619248914104e-02	-3.123952e-01	-3.428422e+00	-3.123289e-01
4.912150498914104e-02	-2.623374e-01	-2.877788e+00	-2.621848e-01
4.931681748914105e-02	-2.083336e-01	-2.283747e+00	-2.080973e-01
4.951212998914105e-02	-1.511961e-01	-1.655234e+00	-1.508798e-01
4.970744248914105e-02	-9.178427e-02	-1.001704e+00	-9.139293e-02
4.990275498914105e-02	-3.099174e-02	-3.329848e-01	-3.053142e-02
5.009806748914106e-02	3.026710e-02	3.408645e-01	3.078932e-02
5.029337998914106e-02	9.107087e-02	1.009709e+00	9.164695e-02
5.048869248914106e-02	1.505050e-01	1.663488e+00	1.511261e-01
5.068400498914107e-02	2.076756e-01	2.292368e+00	2.083322e-01
5.087931748914107e-02	2.617227e-01	2.886891e+00	2.624048e-01
5.107462998914107e-02	3.118333e-01	3.438113e+00	3.125306e-01
5.126994248914107e-02	3.572539e-01	3.937745e+00	3.579556e-01
5.146525498914108e-02	3.973012e-01	4.378271e+00	3.979967e-01
5.166056748914108e-02	4.313729e-01	4.753066e+00	4.320515e-01
5.185587998914108e-02	4.589564e-01	5.056492e+00	4.596078e-01
5.205119248914108e-02	4.796370e-01	5.283984e+00	4.802512e-01
5.224650498914109e-02	4.931035e-01	5.432123e+00	4.936712e-01
5.244181748914109e-02	4.991535e-01	5.498679e+00	4.996659e-01
5.263712998914109e-02	4.976959e-01	5.482652e+00	4.981452e-01
5.283244248914110e-02	4.887527e-01	5.384282e+00	4.891319e-01
5.302775498914110e-02	4.724583e-01	5.205050e+00	4.727616e-01
5.322306748914110e-02	4.490580e-01	4.947650e+00	4.492806e-01
5.341837998914110e-02	4.189035e-01	4.615956e+00	4.190419e-01
5.361369248914111e-02	3.824485e-01	4.214955e+00	3.825004e-01
5.380900498914111e-02	3.402414e-01	3.750679e+00	3.402058e-01
5.400431748914111e-02	2.929168e-01	3.230112e+00	2.927942e-01
5.419962998914112e-02	2.411868e-01	2.661083e+00	2.409787e-01
5.439494248914112e-02	1.858292e-01	2.052150e+00	1.855386e-01
5.459025498914112e-02	1.276768e-01	1.412473e+00	1.273079e-01
5.478556748914112e-02	6.760413e-02	7.516735e-01	6.716233e-02
5.498087998914113e-02	6.514845e-03	7.968980e-02	6.006584e-03
5.517619248914113e-02	-5.467226e-02	-5.933707e-01	-5.523951e-02
5.537150498914113e-02	-1.150369e-01	-1.257385e+00	-1.156548e-01
5.556681748914113e-02	-1.736711e-01	-1.902364e+00	-1.743304e-01
5.576212998914114e-02	-2.296929e-01	-2.518609e+00	-2.303840e-01
5.595744248914114e-02	-2.822599e-01	-3.096850e+00	-2.829724e-01
5.615275498914114e-02	-3.305812e-01	-3.628390e+00	-3.313047e-01
5.634806748914115e-02	-3.739301e-01	-4.105234e+00	-3.746538e-01
5.654337998914115e-02	-4.116546e-01	-4.520210e+00	-4.123677e-01
5.673869248914115e-02	-4.431873e-01	-4.867076e+00	-4.438793e-01
5.693400498914115e-02	-4.680539e-01	-5.140615e+00	-4.687145e-01
5.712931748914116e-02	-4.858803e-01	-5.336712e+00	-4.864998e-01
5.732462998914116e-02	-4.963985e-01	-5.452419e+00	-4.969677e-01
5.751994248914116e-02	-4.994503e-01	-5.485994e+00	-4.999608e-01
5.771525498914117e-02	-4.949897e-01	-5.436934e+00	-4.954339e-01
5.791056748914117e-02	-4.830838e-01	-5.305975e+00	-4.834553e-01
5.810587998914117e-02	-4.639117e-01	-5.095087e+00	-4.642051e-01
5.830119248914117e-02	-4.377618e-01	-4.807443e+00	-4.379727e-01
5.849650498914118e-02	-4.050273e-01	-4.447368e+00	-4.051529e-01
5.869181748914118e-02	-3.662007e-01	-4.020278e+00	-3.662392e-01
5.888712998914118e-02	-3.218659e-01	-3.532598e+00	-3.218169e-01
5.908244248914118e-02	-2.726897e-01	-2.991662e+00	-2.725542e-01
5.927775498914119e-02	-2.194118e-01	-2.405607e+00	-2.191920e-01
5.947306748914119e-02	-1.628336e-01	-1.783247e+00	-1.625330e-01
5.966837998914119e-02	-1.038061e-01	-1.133944e+00	-1.034293e-01
5.986369248914120e-02	-4.321700e-02	-4.674629e-01	-4.276993e-02
6.015666123914120e-02	4.859788e-02	5.425039e-01	4.913714e-02
6.035197373914120e-02	1.090861e-01	1.207877e+00	1.096767e-01
6.054728623914121e-02	1.679337e-01	1.855205e+00	1.685666e-01
6.074259873914121e-02	2.242557e-01	2.474751e+00	2.249211e-01
6.093791123914121e-02	2.772047e-01	3.057195e+00	2.778925e-01
6.113322373914121e-02	3.259845e-01	3.593778e+00	3.266842e-01
6.132853623914122e-02	3.698613e-01	4.076428e+00	3.705623e-01
6.152384873914122e-02	4.081753e-01	4.497888e+00	4.088668e-01
6.171916123914122e-02	4.403500e-01	4.851816e+00	4.410215e-01
6.191447373914123e-02	4.659016e-01	5.132891e+00	4.665429e-01
6.210978623914123e-02	4.844458e-01	5.336883e+00	4.850470e-01
6.230509873914123e-02	4.957036e-01	5.460725e+00	4.962556e-01
6.250041123914123e-02	4.995057e-01	5.502555e+00	5.000000e-01
6.269572373914122e-02	4.957950e-01	5.461743e+00	4.962239e-01
6.289103623914120e-02	4.846272e-01	5.338903e+00	4.849842e-01
6.308634873914119e-02	4.661704e-01	5.135883e+00	4.664499e-01
6.328166123914118e-02	4.407021e-01	4.855737e+00	4.408997e-01
6.347697373914117e-02	4.086054e-01	4.502677e+00	4.087180e-01
6.367228623914116e-02	3.703631e-01	4.082016e+00	3.703888e-01
6.386759873914115e-02	3.265504e-01	3.600079e+00	3.264886e-01
6.406291123914114e-02	2.778262e-01	3.064115e+00	2.776777e-01
6.425822373914113e-02	2.249234e-01	2.482186e+00	2.246903e-01
6.445353623914112e-02	1.686378e-01	1.863045e+00	1.683233e-01
6.464884873914110e-02	1.098159e-01	1.216004e+00	1.094246e-01
6.484416123914109e-02	4.934246e-02	5.507948e-01	4.888000e-02
6.513712998914108e-02	-4.247128e-02	-4.591594e-01	-4.302737e-02
6.533244248914107e-02	-1.030736e-01	-1.125788e+00	-1.036821e-01
6.552775498914105e-02	-1.621255e-01	-1.775362e+00	-1.627773e-01
6.572306748914104e-02	-2.187387e-01	-2.398111e+00	-2.194242e-01
6.591837998914103e-02	-2.720617e-01	-2.984669e+00	-2.727708e-01
6.611369248914102e-02	-3.212925e-01	-3.526213e+00	-3.220146e-01
6.630900498914101e-02	-3.656906e-01	-4.014598e+00	-3.664151e-01
6.650431748914100e-02	-4.045882e-01	-4.442478e+00	-4.053043e-01
6.669962998914099e-02	-4.374003e-01	-4.803417e+00	-4.380973e-01
6.689494248914098e-02	-4.636333e-01	-5.091987e+00	-4.643010e-01
6.709025498914097e-02	-4.828927e-01	-5.303847e+00	-4.835211e-01
6.728556748914095e-02	-4.948888e-01	-5.435810e+00	-4.954687e-01
6.748087998914094e-02	-4.994411e-01	-5.485892e+00	-4.999639e-01
6.767619248914093e-02	-4.964812e-01	-5.453340e+00	-4.969392e-01
6.787150498914092e-02	-4.860536e-01	-5.338642e+00	-4.864401e-01
6.806681748914091e-02	-4.683151e-01	-5.143524e+00	-4.686245e-01
6.826212998914090e-02	-4.435326e-01	-4.870921e+00	-4.437603e-01
6.845744248914089e-02	-4.120787e-01	-4.524932e+00	-4.122216e-01
6.865275498914088e-02	-3.744266e-01	-4.110763e+00	-3.744826e-01
6.884806748914087e-02	-3.311426e-01	-3.634641e+00	-3.311111e-01
6.904337998914085e-02	-2.828777e-01	-3.103730e+00	-2.827594e-01
6.923869248914084e-02	-2.303579e-01	-2.526013e+00	-2.301547e-01
6.943400498914083e-02	-1.743731e-01	-1.910181e+00	-1.740882e-01
6.962931748914082e-02	-1.157653e-01	-1.265496e+00	-1.154034e-01
6.982462998914081e-02	-5.541622e-02	-6.016546e-01	-5.498270e-02
7.011759873914079e-02	3.638314e-02	4.081413e-01	3.691113e-02
7.031291123914078e-02	9.709087e-02	1.075929e+00	9.767187e-02
7.050822373914077e-02	1.563384e-01	1.727656e+00	1.569635e-01
7.070353623914076e-02	2.132346e-01	2.353518e+00	2.138943e-01
7.089884873914075e-02	2.669238e-01	2.944104e+00	2.676080e-01
7.109416123914074e-02	3.165983e-01	3.490529e+00	3.172965e-01
7.128947373914073e-02	3.615111e-01	3.984574e+00	3.622126e-01
7.148478623914072e-02	4.009864e-01	4.418810e+00	4.016807e-01
7.168009873914070e-02	4.344308e-01	4.786704e+00	4.351072e-01
7.187541123914069e-02	4.613411e-01	5.082724e+00	4.619892e-01
7.207072373914068e-02	4.813125e-01	5.302415e+00	4.819225e-01
7.226603623914067e-02	4.940447e-01	5.442476e+00	4.946072e-01
7.246134873914066e-02	4.993461e-01	5.500798e+00	4.998526e-01
